wall_t,ref,other,dx,dy,dz,range_m,dyaw_deg
177.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
178.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
179.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
180.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
181.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
182.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
183.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
184.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
185.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
186.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
187.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
188.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
189.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
190.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
191.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
192.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
193.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
194.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
195.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
196.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
197.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
198.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
199.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
200.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
201.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
202.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
203.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
204.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
205.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
206.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
207.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
208.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.101,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
209.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
210.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
210.120,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
210.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
210.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
210.411,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
210.805,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
210.934,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.115,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.201,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
211.916,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.170,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.406,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
213.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
214.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
215.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
216.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
