wall_t,ref,other,dx,dy,dz,range_m,dyaw_deg
93.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
93.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
94.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
95.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
96.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
97.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
98.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
99.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
100.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
101.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
102.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
103.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
104.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
105.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
106.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
107.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
108.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
109.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
110.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
111.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
112.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
113.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
114.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
115.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
116.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
117.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
118.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
119.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
120.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
121.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
122.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
123.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
124.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
125.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
126.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
127.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.700,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.800,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
128.900,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
129.000,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
129.100,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
129.200,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
129.300,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
129.400,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
129.500,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
129.600,robot1,robot2,-4.0979,-8.0128,0.2201,9.0026,70.35
