time_sec,cpu_ticks,rss_kb
1789401675.006274664,106,84220
1789401677.027338345,217,123384
1789401679.050367084,367,123292
1789401681.079235022,515,130580
1789401683.106148791,664,152636
1789401685.126901331,809,198788
1789401687.142473543,960,203192
1789401689.156504214,1106,221952
1789401691.170316736,1261,237496
1789401693.182636131,1424,258940
1789401695.202729525,1578,271568
1789401697.220811821,1732,291384
1789401699.234070837,1902,301724
1789401701.248698893,2070,314228
1789401703.259362910,2256,333508
1789401705.271858484,2441,359376
1789401707.284637782,2614,369388
1789401709.295635257,2787,390276
1789401711.309704833,2970,403336
1789401713.323719294,3151,415480
1789401715.334428130,3323,433960
1789401717.350130043,3498,445312
1789401719.362180195,3663,454552
1789401721.383642703,3826,466696
1789401723.397870150,4002,479632
1789401725.414041470,4169,489664
1789401727.427672874,4335,506296
1789401729.441059695,4507,513688
1789401731.459754911,4669,527416
1789401733.474431112,4841,549064
1789401735.485801304,5019,564224
1789401737.501672840,5195,582924
1789401739.516230987,5370,609044
1789401741.529353733,5540,619604
1789401743.545287306,5724,630164
1789401745.558784223,5894,632440
1789401747.570643535,6092,655652
1789401749.586492813,6266,671884
1789401751.600956223,6466,686616
1789401753.614899472,6666,698172
1789401755.628930065,6862,716144
1789401757.641442794,7036,732512
1789401759.654514951,7218,738904
1789401761.668030057,7387,747884
1789401763.686883543,7560,769264
1789401765.699933289,7749,782200
1789401767.716892841,7916,795928
1789401769.732899123,8094,819956
1789401771.746700965,8292,823440
1789401773.761869670,8469,840888
1789401775.774635061,8651,881136
1789401777.788812017,8844,888924
1789401779.802402093,9011,906584
1789401781.814332260,9192,922952
1789401783.828678222,9372,947764
1789401785.841666764,9546,966772
1789401787.853245277,9729,1000036
1789401789.865416088,9910,1009764
1789401791.878057922,10090,1042812
1789401793.892712653,10283,1086820
1789401795.908561500,10375,1087128
1789401797.931042071,10392,1087128
1789401799.952217450,10409,1087128
1789401801.972232208,10427,1087128
1789401803.993953000,10444,1087128
1789401806.018211319,10460,1087128
1789401808.041572047,10478,1087128
1789401810.063378950,10495,1087128
1789401812.085051661,10512,1087128
1789401814.106111857,10529,1087128
