time_sec,cpu_ticks,rss_kb
1789401351.586352793,107,82868
1789401353.605118512,213,135424
1789401355.626793725,347,133900
1789401357.644554462,489,152968
1789401359.660996107,629,186364
1789401361.686947605,762,186892
1789401363.708840663,897,190516
1789401365.728613274,1041,192864
1789401367.744070811,1179,184680
1789401369.759395942,1322,191088
1789401371.776382536,1460,192628
1789401373.797438783,1599,199140
1789401375.814095510,1749,191228
1789401377.829120383,1896,195640
1789401379.842662998,2045,198464
1789401381.857125624,2179,198464
1789401383.879815197,2319,200444
1789401385.898347608,2464,208352
1789401387.911382576,2610,201516
1789401389.923599811,2756,193832
1789401391.937848034,2899,201704
1789401393.951633842,3046,201612
1789401395.966197297,3184,194984
1789401397.990576901,3326,207656
1789401400.010382171,3466,211616
1789401402.025924010,3614,194988
1789401404.037593766,3774,202668
1789401406.055885264,3916,201644
1789401408.072209171,4055,202356
1789401410.084944092,4212,217148
1789401412.097949535,4367,215856
1789401414.110873160,4512,223772
1789401416.124902037,4635,210224
1789401418.140892303,4764,209516
1789401420.161621161,4889,216704
1789401422.178669515,5023,216572
1789401424.195579954,5160,216540
1789401426.208830559,5312,214188
1789401428.221863859,5450,215712
1789401430.235778482,5599,212444
1789401432.255471604,5744,212444
1789401434.280733057,5888,220360
1789401436.307269868,6025,223528
1789401438.321011636,6164,212444
1789401440.333477984,6304,212444
1789401442.347608224,6444,213468
1789401444.363434002,6582,213468
1789401446.379274404,6719,219900
1789401448.393918327,6875,211984
1789401450.408465229,7038,210960
1789401452.420926620,7188,213336
1789401454.436918059,7315,219172
1789401456.452527013,7452,219172
1789401458.465862395,7606,219172
1789401460.481041792,7755,219172
1789401462.493064761,7909,219172
1789401464.505524934,8059,219172
1789401466.518899705,8190,219172
1789401468.530171077,8328,219700
1789401470.549151807,8484,219860
1789401472.565801496,8569,220916
1789401474.589220281,8586,220916
1789401476.609918755,8604,220916
1789401478.630050138,8621,220916
1789401480.651925025,8638,220916
1789401482.669726196,8655,220916
1789401484.689914406,8672,220916
1789401486.711629196,8689,220916
1789401488.734261881,8707,220916
1789401490.758572694,8724,220916
