time_sec,cpu_ticks,rss_kb
1789401998.354487760,106,84096
1789402000.379653578,210,111568
1789402002.402882100,363,116320
1789402004.424008112,511,134684
1789402006.445235869,655,143580
1789402008.461348344,798,190964
1789402010.473070348,951,205264
1789402012.490036018,1097,223888
1789402014.516294062,1250,240348
1789402016.529365646,1416,248008
1789402018.540947213,1571,257316
1789402020.557287980,1727,271944
1789402022.572434784,1895,295100
1789402024.583980498,2070,310712
1789402026.601599453,2255,331584
1789402028.616876768,2444,357336
1789402030.629404933,2621,368952
1789402032.644496173,2798,375984
1789402034.656642078,2987,388196
1789402036.670258867,3166,401660
1789402038.686234159,3351,424356
1789402040.704651409,3528,443628
1789402042.724252191,3705,452440
1789402044.739582716,3873,452708
1789402046.752637293,4049,465696
1789402048.767554548,4220,475292
1789402050.786202458,4386,488752
1789402052.803049796,4563,510212
1789402054.817156974,4743,526736
1789402056.832549504,4916,539608
1789402058.844573028,5096,551400
1789402060.857176676,5273,571212
1789402062.872642492,5444,605784
1789402064.883836256,5613,619776
1789402066.898390605,5800,631128
1789402068.914459450,5967,646676
1789402070.928475344,6167,660140
1789402072.940202071,6348,660032
1789402074.953720533,6547,695544
1789402076.968133700,6746,696424
1789402078.980921231,6945,703416
1789402080.995374421,7132,731292
1789402083.008890722,7314,726208
1789402085.027945590,7492,749960
1789402087.044384163,7670,757780
1789402089.055147459,7860,783616
1789402091.068039439,8032,781748
1789402093.081374328,8211,812632
1789402095.097112453,8404,839792
1789402097.109119658,8580,844844
1789402099.122350006,8761,878904
1789402101.134580073,8947,892672
1789402103.152214822,9123,902964
1789402105.166519023,9309,923556
1789402107.179232305,9491,937812
1789402109.193049723,9676,956628
1789402111.208807414,9869,1000452
1789402113.221818154,10048,1011784
1789402115.233741671,10236,1044252
1789402117.246761389,10424,1071944
1789402119.264866950,10523,1084408
1789402121.286024782,10541,1084408
1789402123.308566902,10558,1084408
1789402125.330751665,10576,1084408
1789402127.352778425,10594,1084408
1789402129.374748843,10610,1084408
1789402131.393627071,10629,1084408
1789402133.415992276,10646,1084408
1789402135.436278222,10663,1084408
1789402137.459728916,10681,1084408
