message_index,stamp_sec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
0,0.000000000,map,7.8200000000,-4.1100000000,-1.1700000000,0.0000000000,0.0000000000,0.8550024007,0.5186240400,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,1785495426.753357887,map,7.8420553207,-4.0972304344,-1.1599336863,0.0361056073,0.0596478534,0.8545727039,0.5146299572,0.0429742146 0 0 0 0 0 0 0.0429742146 0 0 0 0 0 0 0.09443466062 0 0 0 0 0 0 0.0007537450874 0 0 0 0 0 0 0.0007537450874 0 0 0 0 0 0 0.001309069437
2,1785495429.351785898,map,7.8586435318,-4.1221246719,-1.1615881920,0.0367248081,0.0601143227,0.8546835055,0.5143477124,0.04295027568 0 0 0 0 0 0 0.04295027568 0 0 0 0 0 0 0.09439917225 0 0 0 0 0 0 0.0007531917742 0 0 0 0 0 0 0.0007531917742 0 0 0 0 0 0 0.001308340216
3,1785495429.552469015,map,7.8330364227,-4.1247258186,-1.1578741074,0.0359926865,0.0592685802,0.8536024645,0.5162892326,0.04332128594 0 0 0 0 0 0 0.04332128594 0 0 0 0 0 0 0.09494881815 0 0 0 0 0 0 0.0007617726168 0 0 0 0 0 0 0.0007617726168 0 0 0 0 0 0 0.001319641834
4,1785495429.751981974,map,7.8146338463,-4.1014018059,-1.1584780216,0.0371197005,0.0592545383,0.8542839119,0.5150825436,0.04301210647 0 0 0 0 0 0 0.04301210647 0 0 0 0 0 0 0.09449082703 0 0 0 0 0 0 0.0007546210027 0 0 0 0 0 0 0.0007546210027 0 0 0 0 0 0 0.001310223689
5,1785495430.051863909,map,7.8352208138,-4.1205630302,-1.1596148014,0.0358853487,0.0594457914,0.8541473551,0.5153743973,0.04300897958 0 0 0 0 0 0 0.04300897958 0 0 0 0 0 0 0.0944861924 0 0 0 0 0 0 0.0007545487162 0 0 0 0 0 0 0.0007545487162 0 0 0 0 0 0 0.001310128439
6,1785495430.251229048,map,7.8487172127,-4.1292819977,-1.1591942310,0.0355405131,0.0592871992,0.8540314763,0.5156084766,0.04309985822 0 0 0 0 0 0 0.04309985822 0 0 0 0 0 0 0.09462086891 0 0 0 0 0 0 0.0007566499582 0 0 0 0 0 0 0.0007566499582 0 0 0 0 0 0 0.00131289676
7,1785495430.351475954,map,7.8468089104,-4.1321973801,-1.1582185030,0.0354729556,0.0591776761,0.8541185148,0.5154815604,0.04314683857 0 0 0 0 0 0 0.04314683857 0 0 0 0 0 0 0.09469047278 0 0 0 0 0 0 0.0007577364858 0 0 0 0 0 0 0.0007577364858 0 0 0 0 0 0 0.001314327864
8,1785495430.451785088,map,7.8472228050,-4.1307806969,-1.1607309580,0.0353519393,0.0590538307,0.8540665786,0.5155901464,0.04324091755 0 0 0 0 0 0 0.04324091755 0 0 0 0 0 0 0.09482981874 0 0 0 0 0 0 0.0007599128397 0 0 0 0 0 0 0.0007599128397 0 0 0 0 0 0 0.001317193673
9,1785495430.552309036,map,7.8501911163,-4.1279435158,-1.1599388123,0.0356804852,0.0592284183,0.8541233566,0.5154534112,0.04312586623 0 0 0 0 0 0 0.04312586623 0 0 0 0 0 0 0.09465940267 0 0 0 0 0 0 0.0007572514294 0 0 0 0 0 0 0.0007572514294 0 0 0 0 0 0 0.00131368901
10,1785495430.652524948,map,7.8496565819,-4.1305289268,-1.1603728533,0.0357393622,0.0592769987,0.8540901858,0.5154987455,0.04330254203 0 0 0 0 0 0 0.04330254203 0 0 0 0 0 0 0.09492106773 0 0 0 0 0 0 0.0007613388217 0 0 0 0 0 0 0.0007613388217 0 0 0 0 0 0 0.001319070862
11,1785495430.751563072,map,7.8531022072,-4.1319017410,-1.1606556177,0.0353032313,0.0590708116,0.8541404173,0.5154691446,0.04283016456 0 0 0 0 0 0 0.04283016456 0 0 0 0 0 0 0.09422106432 0 0 0 0 0 0 0.0007504163224 0 0 0 0 0 0 0.0007504163224 0 0 0 0 0 0 0.001304681422
12,1785495430.851839066,map,7.8502488136,-4.1342535019,-1.1610305309,0.0354393718,0.0592705173,0.8541286443,0.5154563960,0.04311558991 0 0 0 0 0 0 0.04311558991 0 0 0 0 0 0 0.09464417761 0 0 0 0 0 0 0.0007570137683 0 0 0 0 0 0 0.0007570137683 0 0 0 0 0 0 0.001313375975
13,1785495430.952213049,map,7.8714447021,-4.2742753029,-1.1620973349,0.0356142959,0.0588621262,0.8521281743,0.5187913172,0.04310666848 0 0 0 0 0 0 0.04310666848 0 0 0 0 0 0 0.09463095944 0 0 0 0 0 0 0.0007568074493 0 0 0 0 0 0 0.0007568074493 0 0 0 0 0 0 0.001313104213
14,1785495431.052498102,map,7.8525443077,-4.1636352539,-1.1589092016,0.0356886142,0.0592947025,0.8535120111,0.5164569227,0.04308805533 0 0 0 0 0 0 0.04308805533 0 0 0 0 0 0 0.09460338038 0 0 0 0 0 0 0.0007563770191 0 0 0 0 0 0 0.0007563770191 0 0 0 0 0 0 0.001312537224
