message_index,stamp_sec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
0,0.000000000,map,7.8200000000,-4.1100000000,-1.1700000000,0.0000000000,0.0000000000,0.8969499218,0.4421321497,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,1785495426.753357887,map,7.8517675400,-4.0904827118,-1.1611198187,0.0361699632,0.0596664377,0.8548261792,0.5142021271,0.04299850892 0 0 0 0 0 0 0.04299850892 0 0 0 0 0 0 0.09447067256 0 0 0 0 0 0 0.0007543066652 0 0 0 0 0 0 0.0007543066652 0 0 0 0 0 0 0.001309809484
2,1785495429.252379894,map,7.8335313797,-4.1335029602,-1.1602967978,0.0356865411,0.0592641581,0.8543127188,0.5151348747,0.04287544772 0 0 0 0 0 0 0.04287544772 0 0 0 0 0 0 0.09428822243 0 0 0 0 0 0 0.0007514625518 0 0 0 0 0 0 0.0007514625518 0 0 0 0 0 0 0.001306060826
3,1785495429.552469015,map,7.8303127289,-4.1274795532,-1.1575021744,0.0359983009,0.0592574068,0.8535911853,0.5163087285,0.04332098182 0 0 0 0 0 0 0.04332098182 0 0 0 0 0 0 0.09494836791 0 0 0 0 0 0 0.0007617655783 0 0 0 0 0 0 0.0007617655783 0 0 0 0 0 0 0.001319632571
4,1785495429.751981974,map,7.8149480820,-4.1020531654,-1.1584949493,0.0371190267,0.0592518076,0.8542628947,0.5151177353,0.04301235341 0 0 0 0 0 0 0.04301235341 0 0 0 0 0 0 0.09449119303 0 0 0 0 0 0 0.0007546267113 0 0 0 0 0 0 0.0007546267113 0 0 0 0 0 0 0.001310231211
5,1785495429.951565027,map,7.8207654953,-4.1043457985,-1.1571264267,0.0368378804,0.0595823144,0.8545665156,0.5145958977,0.04295696278 0 0 0 0 0 0 0.04295696278 0 0 0 0 0 0 0.0944090859 0 0 0 0 0 0 0.0007533463319 0 0 0 0 0 0 0.0007533463319 0 0 0 0 0 0 0.001308543916
6,1785495430.152066946,map,7.8352584839,-4.1220917702,-1.1584948301,0.0359080535,0.0592705770,0.8542859139,0.5151632655,0.04319530637 0 0 0 0 0 0 0.04319530637 0 0 0 0 0 0 0.09476226747 0 0 0 0 0 0 0.0007588576105 0 0 0 0 0 0 0.0007588576105 0 0 0 0 0 0 0.001315804277
7,1785495430.251229048,map,7.8425750732,-4.1266355515,-1.1587108374,0.0356296613,0.0593214781,0.8542170626,0.5152909107,0.04310246443 0 0 0 0 0 0 0.04310246443 0 0 0 0 0 0 0.09462473047 0 0 0 0 0 0 0.0007567102277 0 0 0 0 0 0 0.0007567102277 0 0 0 0 0 0 0.00131297615
8,1785495430.351475954,map,7.8452038765,-4.1289563179,-1.1582400799,0.0354636763,0.0591337910,0.8542482158,0.5152722583,0.043146451 0 0 0 0 0 0 0.043146451 0 0 0 0 0 0 0.09468989861 0 0 0 0 0 0 0.0007577275214 0 0 0 0 0 0 0.0007577275214 0 0 0 0 0 0 0.001314316058
9,1785495430.451785088,map,7.8448162079,-4.1289854050,-1.1604602337,0.0353618008,0.0590161602,0.8541497674,0.5154559480,0.04324220671 0 0 0 0 0 0 0.04324220671 0 0 0 0 0 0 0.09483172785 0 0 0 0 0 0 0.0007599426675 0 0 0 0 0 0 0.0007599426675 0 0 0 0 0 0 0.001317232944
10,1785495430.552309036,map,7.8488044739,-4.1301231384,-1.1595669985,0.0357120170,0.0591952684,0.8542124079,0.5153074298,0.04312556664 0 0 0 0 0 0 0.04312556664 0 0 0 0 0 0 0.09465895881 0 0 0 0 0 0 0.0007572445006 0 0 0 0 0 0 0.0007572445006 0 0 0 0 0 0 0.001313679884
11,1785495430.652524948,map,7.8479795456,-4.1315588951,-1.1601166725,0.0357399943,0.0592749800,0.8541702528,0.5153661642,0.04329949936 0 0 0 0 0 0 0.04329949936 0 0 0 0 0 0 0.09491656286 0 0 0 0 0 0 0.0007612684071 0 0 0 0 0 0 0.0007612684071 0 0 0 0 0 0 0.001318978177
