time_sec,cpu_ticks,rss_kb
1789399504.273833279,107,84292
1789399506.288801385,222,109492
1789399508.301775860,383,112936
1789399510.316865379,530,155736
1789399512.330348335,680,158308
1789399514.345225124,833,194516
1789399516.358291705,995,236548
1789399518.375177702,1153,245064
1789399520.389796501,1309,237168
1789399522.404678005,1477,239880
1789399524.416917531,1635,247916
1789399526.432985689,1796,260324
1789399528.447379094,1969,296924
1789399530.462713854,2135,317204
1789399532.478717558,2303,343076
1789399534.491110618,2481,352984
1789399536.503551185,2662,336876
1789399538.516645910,2832,373196
1789399540.529956270,3014,406192
1789399542.543909236,3196,401108
1789399544.558893766,3367,439400
1789399546.574120874,3554,462368
1789399548.589012932,3732,482676
1789399550.604787179,3917,478616
1789399552.619700492,4112,533864
1789399554.632666702,4288,554456
1789399556.651851800,4460,591680
1789399558.669517984,4644,610192
1789399560.682740828,4826,617588
1789399562.696322761,5010,680152
1789399564.709533805,5203,701516
1789399566.724541079,5389,705036
1789399568.735540755,5573,767984
1789399570.748665395,5761,790424
1789399572.768365752,5938,816032
1789399574.784538731,6132,829716
1789399576.797557064,6324,859532
1789399578.811243317,6515,884584
1789399580.823898878,6690,909400
1789399582.835664769,6859,933952
1789399584.850066694,7031,931780
1789399586.862274638,7213,959340
1789399588.876819995,7395,998940
1789399590.890226500,7565,988912
1789399592.903289956,7749,1017424
1789399594.917735599,7937,1050372
1789399596.933298982,8113,1082480
1789399598.949014801,8296,1135992
1789399600.967120895,8467,1173216
1789399602.981806907,8635,1198236
1789399604.995630482,8821,1227804
1789399607.009574909,9008,1239064
1789399609.024381847,9183,1302156
1789399611.038568937,9363,1339908
1789399613.054262022,9539,1373148
1789399615.072030153,9724,1414768
1789399617.084825317,9910,1449088
1789399619.098039987,10094,1484780
1789399621.112389518,10274,1520348
1789399623.125880741,10460,1554960
1789399625.145896769,10631,1550212
1789399627.166038449,10649,1550212
1789399629.187714219,10667,1550212
1789399631.210669009,10685,1550212
1789399633.230259557,10703,1550212
1789399635.251967263,10721,1550212
1789399637.273900941,10739,1550212
1789399639.296478283,10756,1550212
1789399641.317953543,10774,1550212
1789399643.339230138,10791,1550212
