time_sec,cpu_ticks,rss_kb
1789401189.813399764,105,82936
1789401191.829828810,207,117352
1789401193.843606020,346,135456
1789401195.867121778,477,162484
1789401197.887549521,619,187668
1789401199.911817748,755,189776
1789401201.926337388,889,185820
1789401203.942946010,1028,187436
1789401205.959188871,1166,195616
1789401207.973867191,1310,197532
1789401209.987569399,1452,184024
1789401212.003759585,1587,205952
1789401214.018973851,1735,210600
1789401216.031362652,1881,214296
1789401218.051077944,2026,214296
1789401220.075569306,2165,207032
1789401222.093322710,2304,208616
1789401224.110548019,2443,202624
1789401226.124568832,2585,211664
1789401228.137466880,2729,202828
1789401230.150889507,2871,202824
1789401232.171392167,3016,210740
1789401234.194271129,3153,212852
1789401236.212194156,3288,202824
1789401238.226607638,3425,200320
1789401240.241372231,3567,203980
1789401242.253161471,3721,208464
1789401244.272035833,3867,209256
1789401246.286889657,4008,203504
1789401248.300497292,4161,206608
1789401250.313144011,4313,208536
1789401252.326842203,4460,208536
1789401254.342532705,4579,202468
1789401256.365479428,4713,215296
1789401258.386518798,4846,211944
1789401260.400092734,4981,203164
1789401262.414000051,5114,201716
1789401264.426231303,5270,210684
1789401266.438712226,5405,206964
1789401268.454029690,5554,220240
1789401270.474553129,5698,218816
1789401272.491412944,5843,210864
1789401274.506194880,5980,213208
1789401276.519585670,6126,209688
1789401278.533766082,6266,209572
1789401280.548743028,6426,209572
1789401282.562656338,6576,219072
1789401284.576113705,6736,209620
1789401286.587217136,6896,209620
1789401288.600321802,7053,208208
1789401290.613458319,7203,208208
1789401292.631509492,7334,208204
1789401294.650781442,7471,209228
1789401296.672304604,7610,216352
1789401298.693970205,7748,215432
1789401300.708364537,7900,208836
1789401302.721374247,8053,209892
1789401304.739085147,8189,209892
1789401306.756049966,8331,210456
1789401308.770213756,8484,217384
1789401310.790834782,8576,204436
1789401312.813127194,8593,204436
1789401314.832894472,8610,204436
1789401316.854898530,8628,204436
1789401318.877578674,8645,204436
1789401320.899979956,8661,204436
1789401322.923424419,8679,204436
1789401324.941101437,8696,204436
1789401326.961202109,8713,204436
1789401328.984700966,8730,204436
