time_sec,cpu_ticks,rss_kb
1789167893.706060923,28,131344
1789167895.726926671,29,131344
1789167897.745177393,61,153332
1789167899.756245633,260,204784
1789167901.770152943,442,219044
1789167903.785027838,597,219044
1789167905.798891253,751,219572
1789167907.813149224,897,220100
1789167909.826318883,1048,220100
1789167911.840530467,1203,220628
1789167913.855689831,1374,220628
1789167915.870817956,1554,220628
1789167917.883806652,1738,220628
1789167919.895278778,1932,220628
1789167921.909578039,2108,220628
1789167923.922941506,2294,220628
1789167925.936362857,2486,220628
1789167927.950799129,2663,220628
1789167929.964898913,2818,220628
1789167931.976278370,2970,220628
1789167933.989261812,3117,220628
1789167936.002629482,3263,220628
1789167938.014704140,3415,220628
1789167940.029547697,3560,220628
1789167942.046067401,3708,220628
1789167944.059641308,3857,220628
1789167946.071785373,4005,220628
1789167948.086175227,4158,220628
1789167950.101406340,4328,220628
1789167952.116369035,4488,220628
1789167954.130905871,4648,220628
1789167956.143540286,4809,220628
1789167958.155009475,4969,220628
1789167960.169930069,5135,220628
1789167962.181420578,5298,220628
1789167964.199872486,5467,218992
1789167966.217258498,5653,219488
1789167968.231270076,5790,218476
1789167970.247725464,5934,218680
1789167972.262014913,6082,218124
1789167974.277617569,6231,218360
1789167976.291291089,6381,220208
1789167978.306707902,6525,220208
1789167980.318098468,6671,220308
1789167982.332175091,6817,218432
1789167984.346503597,6965,218348
1789167986.361066068,7113,220460
1789167988.373992499,7260,219372
1789167990.388364940,7409,220424
1789167992.402690224,7562,218884
1789167994.415449391,7707,218376
1789167996.429257957,7856,220072
1789167998.442501186,7996,219420
1789168000.456429555,8145,218396
1789168002.469328422,8291,220508
1789168004.483033552,8443,219120
1789168006.497405839,8584,220188
1789168008.511441146,8734,218164
1789168010.526966500,8877,218060
1789168012.541210415,9022,220016
1789168014.561245895,9139,220416
1789168016.583941803,9139,220416
1789168018.604272454,9143,216372
1789168020.620762506,9144,216372
1789168022.637681860,9144,216372
1789168024.663481451,9144,216372
