time_sec,cpu_ticks,rss_kb
1789400866.373550736,108,83340
1789400868.393064973,216,115548
1789400870.414338897,360,122728
1789400872.434196779,511,125764
1789400874.456719403,655,149408
1789400876.479814235,800,161384
1789400878.499565765,943,161440
1789400880.515060040,1087,155880
1789400882.528622385,1227,150468
1789400884.541915046,1372,156968
1789400886.568263408,1517,162544
1789400888.585908718,1661,157324
1789400890.599359104,1808,176464
1789400892.614287198,1950,165120
1789400894.627984935,2097,163288
1789400896.645705859,2242,172088
1789400898.671820473,2392,175256
1789400900.692624168,2536,176464
1789400902.708735609,2682,163004
1789400904.724374456,2827,162636
1789400906.742905393,2966,174508
1789400908.770541931,3103,174772
1789400910.792888635,3247,174772
1789400912.811507336,3385,174772
1789400914.827172632,3525,174772
1789400916.851021738,3665,174772
1789400918.873186353,3808,174772
1789400920.895949216,3950,174772
1789400922.912676185,4092,162704
1789400924.926903427,4229,164880
1789400926.947845024,4370,183012
1789400928.970287364,4515,186180
1789400930.987295516,4639,180920
1789400933.006726586,4771,185584
1789400935.024374318,4894,187960
1789400937.038858790,5021,170888
1789400939.063228229,5148,181972
1789400941.082725091,5292,187104
1789400943.104157366,5432,191212
1789400945.117088704,5572,190220
1789400947.130212282,5713,190244
1789400949.144445477,5858,182720
1789400951.164684859,5996,191956
1789400953.182902954,6136,184396
1789400955.195453070,6275,186432
1789400957.209576049,6413,186432
1789400959.225123769,6550,186432
1789400961.252480521,6683,188016
1789400963.271639744,6829,186752
1789400965.288508824,6972,186996
1789400967.302436133,7113,186204
1789400969.319503228,7243,186204
1789400971.341435524,7388,175260
1789400973.364967209,7535,180036
1789400975.386472836,7678,183252
1789400977.406773560,7816,168736
1789400979.420692179,7956,168736
1789400981.434423396,8098,168712
1789400983.450865963,8238,179004
1789400985.475502004,8361,190312
1789400987.493167796,8423,180836
1789400989.515347247,8440,180836
1789400991.536771411,8457,180836
1789400993.561233346,8475,180836
1789400995.582065079,8492,180836
1789400997.602774880,8509,180836
1789400999.623050149,8526,180836
1789401001.645704938,8543,180836
1789401003.668210754,8560,180836
1789401005.688638828,8577,180836
