time_sec,cpu_ticks,rss_kb
1789168478.336618404,29,131332
1789168480.350548482,149,202036
1789168482.363510033,330,244392
1789168484.377716150,489,237272
1789168486.394007123,645,237272
1789168488.411029573,802,237272
1789168490.426968072,958,237272
1789168492.442466142,1114,237272
1789168494.461829168,1269,237272
1789168496.475799404,1431,237272
1789168498.488996987,1589,237272
1789168500.502832544,1751,238064
1789168502.513886133,1906,238064
1789168504.529282663,2075,238064
1789168506.546210929,2243,239912
1789168508.560847852,2429,239912
1789168510.573921690,2600,239912
1789168512.587536895,2759,239912
1789168514.601119705,2936,239912
1789168516.613425319,3095,239912
1789168518.626540430,3256,239912
1789168520.641176909,3430,239912
1789168522.655495841,3589,239912
1789168524.669911469,3767,239912
1789168526.682504717,3945,239912
1789168528.696580102,4124,239912
1789168530.709287957,4289,239912
1789168532.721291514,4449,239912
1789168534.733773591,4613,239912
1789168536.747197293,4782,239912
1789168538.761229436,4957,239912
1789168540.774096289,5130,239912
1789168542.787624544,5295,242024
1789168544.801874071,5458,242024
1789168546.817303369,5621,242024
1789168548.830716433,5776,242024
1789168550.844663218,5934,242024
1789168552.862435633,6091,242024
1789168554.875706051,6249,242024
1789168556.888502542,6407,242024
1789168558.900181809,6563,242024
1789168560.912342350,6713,242024
1789168562.924828326,6868,242024
1789168564.937987448,7022,242024
1789168566.953964263,7178,242024
1789168568.965805068,7333,242024
1789168570.978605260,7489,242024
1789168572.992167080,7646,242024
1789168575.006814335,7803,242024
1789168577.022310002,7958,242024
1789168579.038706336,8112,242024
1789168581.053040423,8269,242024
1789168583.067376458,8424,242024
1789168585.081039271,8580,242024
1789168587.094483008,8736,242024
1789168589.107144723,8904,242024
1789168591.123193349,9072,242024
1789168593.137223377,9252,242024
1789168595.149824345,9414,242024
1789168597.166655423,9571,242024
1789168599.185522756,9672,225872
1789168601.208887945,9672,225872
1789168603.231677097,9673,225872
1789168605.255781223,9673,225872
1789168607.276711264,9673,225872
1789168609.296619188,9674,225872
