message_index,stamp_sec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
0,0.000000000,map,8.3300000000,-3.7800000000,-1.3900000000,0.0000000000,0.0000000000,0.8530502707,0.5218287416,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,1785497053.405873299,map,8.3864555359,-3.8253250122,-1.3953142166,0.0491646818,0.0594101470,0.8516909655,0.5183394249,0.04280350982 0 0 0 0 0 0 0.04280350982 0 0 0 0 0 0 0.09418152805 0 0 0 0 0 0 0.0007498005694 0 0 0 0 0 0 0.0007498005694 0 0 0 0 0 0 0.001303869472
2,1785497055.705973864,map,8.4079570770,-3.7927253246,-1.3990706205,0.0488590272,0.0590091105,0.8519840810,0.5179323100,0.04292726005 0 0 0 0 0 0 0.04292726005 0 0 0 0 0 0 0.0943650496 0 0 0 0 0 0 0.0007526598479 0 0 0 0 0 0 0.0007526598479 0 0 0 0 0 0 0.00130763912
3,1785497055.905592203,map,8.3709459305,-3.7963912487,-1.3894529343,0.0491208613,0.0593879085,0.8516568930,0.5184020843,0.04267138479 0 0 0 0 0 0 0.04267138479 0 0 0 0 0 0 0.09398549125 0 0 0 0 0 0 0.0007467492431 0 0 0 0 0 0 0.0007467492431 0 0 0 0 0 0 0.001299844713
4,1785497056.005571604,map,8.3941640854,-3.8003251553,-1.3940507174,0.0492521419,0.0593568882,0.8517514387,0.5182378056,0.04307474536 0 0 0 0 0 0 0.04307474536 0 0 0 0 0 0 0.09458365783 0 0 0 0 0 0 0.0007560692431 0 0 0 0 0 0 0.0007560692431 0 0 0 0 0 0 0.001312131779
5,1785497056.205844879,map,8.4167423248,-3.8049881458,-1.3977669477,0.0490770016,0.0588704163,0.8522610864,0.5174714752,0.04278891858 0 0 0 0 0 0 0.04278891858 0 0 0 0 0 0 0.09415988356 0 0 0 0 0 0 0.000749463522 0 0 0 0 0 0 0.000749463522 0 0 0 0 0 0 0.001303424997
6,1785497056.405519724,map,8.4227199554,-3.8046779633,-1.3983184099,0.0488048434,0.0591143359,0.8522543102,0.5174806251,0.04307934768 0 0 0 0 0 0 0.04307934768 0 0 0 0 0 0 0.0945904776 0 0 0 0 0 0 0.0007561756642 0 0 0 0 0 0 0.0007561756642 0 0 0 0 0 0 0.001312271974
7,1785497056.505740404,map,8.4270887375,-3.8052086830,-1.3991101980,0.0489331141,0.0590879142,0.8522364558,0.5175009256,0.04299468513 0 0 0 0 0 0 0.04299468513 0 0 0 0 0 0 0.09446500471 0 0 0 0 0 0 0.0007542182727 0 0 0 0 0 0 0.0007542182727 0 0 0 0 0 0 0.001309693005
8,1785497056.605889320,map,8.4314041138,-3.8068363667,-1.3983485699,0.0489555816,0.0593010762,0.8522066524,0.5175235000,0.04287314238 0 0 0 0 0 0 0.04287314238 0 0 0 0 0 0 0.09428480372 0 0 0 0 0 0 0.0007514092845 0 0 0 0 0 0 0.0007514092845 0 0 0 0 0 0 0.001305990601
9,1785497056.705776453,map,8.4302301407,-3.8087301254,-1.3978775740,0.0489290357,0.0591815475,0.8522345352,0.5174937341,0.04292928638 0 0 0 0 0 0 0.04292928638 0 0 0 0 0 0 0.09436805392 0 0 0 0 0 0 0.0007527066777 0 0 0 0 0 0 0.0007527066777 0 0 0 0 0 0 0.001307700845
10,1785497056.805559397,map,8.4292335510,-3.8042194843,-1.3979667425,0.0491433397,0.0591800199,0.8522511484,0.5174462996,0.04289822991 0 0 0 0 0 0 0.04289822991 0 0 0 0 0 0 0.09432200565 0 0 0 0 0 0 0.0007519889817 0 0 0 0 0 0 0.0007519889817 0 0 0 0 0 0 0.001306754811
11,1785497056.905585766,map,8.4267473221,-3.8075740337,-1.3981040716,0.0490240192,0.0593118392,0.8522622937,0.5174241467,0.04317838455 0 0 0 0 0 0 0.04317838455 0 0 0 0 0 0 0.09473720289 0 0 0 0 0 0 0.0007584661635 0 0 0 0 0 0 0.0007584661635 0 0 0 0 0 0 0.001315288809
12,1785497057.005833149,map,8.4267292023,-3.8051245213,-1.3983746767,0.0490751474,0.0592326438,0.8522729829,0.5174107335,0.04291612087 0 0 0 0 0 0 0.04291612087 0 0 0 0 0 0 0.09434853372 0 0 0 0 0 0 0.0007524024206 0 0 0 0 0 0 0.0007524024206 0 0 0 0 0 0 0.001307299801
13,1785497057.105914116,map,8.4235172272,-3.8026390076,-1.3993180990,0.0491518735,0.0590746950,0.8522634942,0.5174371779,0.04309738446 0 0 0 0 0 0 0.04309738446 0 0 0 0 0 0 0.09461720357 0 0 0 0 0 0 0.0007565927521 0 0 0 0 0 0 0.0007565927521 0 0 0 0 0 0 0.001312821405
14,1785497057.205642939,map,8.4309883118,-3.7955477238,-1.3994706869,0.0491810347,0.0589553724,0.8522768166,0.5174260474,0.04285248296 0 0 0 0 0 0 0.04285248296 0 0 0 0 0 0 0.09425416552 0 0 0 0 0 0 0.0007509319484 0 0 0 0 0 0 0.0007509319484 0 0 0 0 0 0 0.001305361279
15,1785497057.305518866,map,8.4260406494,-3.7937407494,-1.3993427753,0.0492693171,0.0592662844,0.8522768134,0.5173820772,0.04281410784 0 0 0 0 0 0 0.04281410784 0 0 0 0 0 0 0.09419724829 0 0 0 0 0 0 0.0007500453876 0 0 0 0 0 0 0.0007500453876 0 0 0 0 0 0 0.001304192306
16,1785497057.405603170,map,8.4225425720,-3.7905344963,-1.3977913857,0.0493732287,0.0592681705,0.8523316358,0.5172817173,0.04297849704 0 0 0 0 0 0 0.04297849704 0 0 0 0 0 0 0.0944410088 0 0 0 0 0 0 0.0007538440749 0 0 0 0 0 0 0.0007538440749 0 0 0 0 0 0 0.001309199888
17,1785497057.506054163,map,8.4285326004,-3.7881696224,-1.4004206657,0.0492095827,0.0591591731,0.8523290748,0.5173139366,0.04282352238 0 0 0 0 0 0 0.04282352238 0 0 0 0 0 0 0.09421121252 0 0 0 0 0 0 0.0007502628752 0 0 0 0 0 0 0.0007502628752 0 0 0 0 0 0 0.001304479089
18,1785497057.605827808,map,8.4262228012,-3.7862389088,-1.3992813826,0.0491419136,0.0591104953,0.8523636969,0.5172689558,0.04306538272 0 0 0 0 0 0 0.04306538272 0 0 0 0 0 0 0.09456978379 0 0 0 0 0 0 0.0007558527532 0 0 0 0 0 0 0.0007558527532 0 0 0 0 0 0 0.001311846577
19,1785497057.705650806,map,8.4231624603,-3.7841415405,-1.4007483721,0.0493849159,0.0590540307,0.8523333887,0.5173022273,0.04276059533 0 0 0 0 0 0 0.04276059533 0 0 0 0 0 0 0.09411786571 0 0 0 0 0 0 0.0007488093271 0 0 0 0 0 0 0.0007488093271 0 0 0 0 0 0 0.001302562222
20,1785497057.805523872,map,8.4233932495,-3.7864689827,-1.4007920027,0.0493957641,0.0592740914,0.8523150018,0.5173062888,0.04285419202 0 0 0 0 0 0 0.04285419202 0 0 0 0 0 0 0.09425670017 0 0 0 0 0 0 0.0007509714348 0 0 0 0 0 0 0.0007509714348 0 0 0 0 0 0 0.00130541334
21,1785497057.905591249,map,8.4297819138,-3.7908635139,-1.4006490707,0.0491940947,0.0591823917,0.8523372826,0.5172993395,0.04316358551 0 0 0 0 0 0 0.04316358551 0 0 0 0 0 0 0.09471528127 0 0 0 0 0 0 0.0007581238421 0 0 0 0 0 0 0.0007581238421 0 0 0 0 0 0 0.001314838005
22,1785497058.005958796,map,8.4284687042,-3.7914462090,-1.4005340338,0.0491738595,0.0591141207,0.8523502748,0.5172876083,0.04305255071 0 0 0 0 0 0 0.04305255071 0 0 0 0 0 0 0.09455076789 0 0 0 0 0 0 0.0007555560543 0 0 0 0 0 0 0.0007555560543 0 0 0 0 0 0 0.001311455691
23,1785497058.105751276,map,8.4268045425,-3.7925362587,-1.4002014399,0.0491115280,0.0590380077,0.8524155413,0.5171946491,0.0430810577 0 0 0 0 0 0 0.0430810577 0 0 0 0 0 0 0.0945930115 0 0 0 0 0 0 0.000756215206 0 0 0 0 0 0 0.000756215206 0 0 0 0 0 0 0.001312324064
24,1785497058.205631495,map,8.4245157242,-3.7938876152,-1.4001610279,0.0492389164,0.0592277782,0.8524683646,0.5170737850,0.04284196538 0 0 0 0 0 0 0.04284196538 0 0 0 0 0 0 0.09423856688 0 0 0 0 0 0 0.0007506889536 0 0 0 0 0 0 0.0007506889536 0 0 0 0 0 0 0.001305040895
25,1785497058.305483341,map,8.4212388992,-3.7961204052,-1.3968675137,0.0492812645,0.0592943986,0.8523871860,0.5171959456,0.04317082182 0 0 0 0 0 0 0.04317082182 0 0 0 0 0 0 0.09472600047 0 0 0 0 0 0 0.0007582912252 0 0 0 0 0 0 0.0007582912252 0 0 0 0 0 0 0.001315058435
26,1785497058.405687332,map,8.4213161469,-3.7948324680,-1.3974641562,0.0491382167,0.0590797727,0.8524201985,0.5171796740,0.04300223396 0 0 0 0 0 0 0.04300223396 0 0 0 0 0 0 0.09447619396 0 0 0 0 0 0 0.000754392776 0 0 0 0 0 0 0.000754392776 0 0 0 0 0 0 0.001309922955
27,1785497058.506133080,map,8.4214725494,-3.7967967987,-1.3983341455,0.0489758054,0.0592393479,0.8524123553,0.5171897295,0.04282800327 0 0 0 0 0 0 0.04282800327 0 0 0 0 0 0 0.09421785867 0 0 0 0 0 0 0.0007503663919 0 0 0 0 0 0 0.0007503663919 0 0 0 0 0 0 0.001304615585
28,1785497058.605814695,map,8.4244441986,-3.7988221645,-1.3981095552,0.0490820045,0.0593577196,0.8524347071,0.5171292500,0.04307007406 0 0 0 0 0 0 0.04307007406 0 0 0 0 0 0 0.09457673572 0 0 0 0 0 0 0.000755961229 0 0 0 0 0 0 0.000755961229 0 0 0 0 0 0 0.001311989483
29,1785497058.705622435,map,8.4260454178,-3.8066692352,-1.3978350163,0.0490576195,0.0594553241,0.8523394657,0.5172773675,0.04310394783 0 0 0 0 0 0 0.04310394783 0 0 0 0 0 0 0.09462692837 0 0 0 0 0 0 0.0007567445322 0 0 0 0 0 0 0.0007567445322 0 0 0 0 0 0 0.001313021337
30,1785497058.805493832,map,8.4246711731,-3.8057360649,-1.3980125189,0.0490236624,0.0592972977,0.8522917624,0.5173773034,0.04304540488 0 0 0 0 0 0 0.04304540488 0 0 0 0 0 0 0.09454017798 0 0 0 0 0 0 0.0007553908358 0 0 0 0 0 0 0.0007553908358 0 0 0 0 0 0 0.001311238017
31,1785497058.905643940,map,8.4241237640,-3.8072042465,-1.3977860212,0.0490451942,0.0593277798,0.8522791660,0.5173925031,0.04277833889 0 0 0 0 0 0 0.04277833889 0 0 0 0 0 0 0.094144189 0 0 0 0 0 0 0.00074921915 0 0 0 0 0 0 0.00074921915 0 0 0 0 0 0 0.001303102721
32,1785497059.005920410,map,8.4215583801,-3.8077914715,-1.3970718384,0.0492688882,0.0593908167,0.8522184450,0.5174639882,0.04312247799 0 0 0 0 0 0 0.04312247799 0 0 0 0 0 0 0.09465438283 0 0 0 0 0 0 0.0007571730685 0 0 0 0 0 0 0.0007571730685 0 0 0 0 0 0 0.001313585798
33,1785497059.105730772,map,8.4333362579,-3.8131563663,-1.4000780582,0.0491285083,0.0592293157,0.8521183798,0.5176605951,0.04297765634 0 0 0 0 0 0 0.04297765634 0 0 0 0 0 0 0.09443976258 0 0 0 0 0 0 0.0007538246423 0 0 0 0 0 0 0.0007538246423 0 0 0 0 0 0 0.001309174278
34,1785497059.205543995,map,8.4274768829,-3.8094589710,-1.3981716633,0.0490854447,0.0591541212,0.8520803464,0.5177358855,0.04303268096 0 0 0 0 0 0 0.04303268096 0 0 0 0 0 0 0.09452132083 0 0 0 0 0 0 0.0007550966576 0 0 0 0 0 0 0.0007550966576 0 0 0 0 0 0 0.001310850424
35,1785497059.305551767,map,8.4209585190,-3.8069295883,-1.3985995054,0.0490604304,0.0592795806,0.8521124367,0.5176711305,0.04282359744 0 0 0 0 0 0 0.04282359744 0 0 0 0 0 0 0.09421132386 0 0 0 0 0 0 0.0007502646093 0 0 0 0 0 0 0.0007502646093 0 0 0 0 0 0 0.001304481376
36,1785497059.405975819,map,8.4229421616,-3.8050045967,-1.3982301950,0.0491671063,0.0591992078,0.8521408091,0.5176234675,0.0431701978 0 0 0 0 0 0 0.0431701978 0 0 0 0 0 0 0.09472507611 0 0 0 0 0 0 0.0007582767908 0 0 0 0 0 0 0.0007582767908 0 0 0 0 0 0 0.001315039426
37,1785497059.505888700,map,8.4176654816,-3.8048169613,-1.3962513208,0.0491576077,0.0592403792,0.8521603575,0.5175875321,0.04281471881 0 0 0 0 0 0 0.04281471881 0 0 0 0 0 0 0.09419815453 0 0 0 0 0 0 0.0007500595016 0 0 0 0 0 0 0.0007500595016 0 0 0 0 0 0 0.001304210917
