message_index,stamp_sec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
0,0.000000000,map,7.3766000000,-4.3410000000,-1.1700000000,0.0000000000,0.0000000000,0.8550024007,0.5186240400,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,1785495426.753357887,map,7.8429393768,-4.1016387939,-1.1589483023,0.0358756137,0.0596230934,0.8546377148,0.5145410140,0.04298828781 0 0 0 0 0 0 0.04298828781 0 0 0 0 0 0 0.09445552201 0 0 0 0 0 0 0.0007540703919 0 0 0 0 0 0 0.0007540703919 0 0 0 0 0 0 0.001309498131
2,1785495429.351785898,map,7.8569860458,-4.1201300621,-1.1612884998,0.0366910797,0.0600818532,0.8546519585,0.5144064332,0.04294842723 0 0 0 0 0 0 0.04294842723 0 0 0 0 0 0 0.09439643188 0 0 0 0 0 0 0.0007531490521 0 0 0 0 0 0 0.0007531490521 0 0 0 0 0 0 0.001308283909
3,1785495429.651681900,map,7.8192791939,-4.1146545410,-1.1586999893,0.0364029067,0.0594025355,0.8541111610,0.5154030062,0.04311925851 0 0 0 0 0 0 0.04311925851 0 0 0 0 0 0 0.09464961296 0 0 0 0 0 0 0.0007570986113 0 0 0 0 0 0 0.0007570986113 0 0 0 0 0 0 0.001313487727
4,1785495429.852205038,map,7.8559236526,-4.1358528137,-1.1611021757,0.0354382075,0.0593434168,0.8541544279,0.5154053697,0.04303067946 0 0 0 0 0 0 0.04303067946 0 0 0 0 0 0 0.09451835447 0 0 0 0 0 0 0.0007550503839 0 0 0 0 0 0 0.0007550503839 0 0 0 0 0 0 0.001310789455
5,1785495430.152066946,map,7.8386964798,-4.1302528381,-1.1582978964,0.0358460512,0.0592211061,0.8540338845,0.5155908833,0.0431897139 0 0 0 0 0 0 0.0431897139 0 0 0 0 0 0 0.09475398408 0 0 0 0 0 0 0.0007587282389 0 0 0 0 0 0 0.0007587282389 0 0 0 0 0 0 0.001315633921
6,1785495430.351475954,map,7.8418173790,-4.1343646049,-1.1575353146,0.0355276555,0.0591596494,0.8541225309,0.5154731700,0.04314636537 0 0 0 0 0 0 0.04314636537 0 0 0 0 0 0 0.09468977176 0 0 0 0 0 0 0.0007577255408 0 0 0 0 0 0 0.0007577255408 0 0 0 0 0 0 0.001314313449
7,1785495430.451785088,map,7.8422541618,-4.1339426041,-1.1602412462,0.0353735855,0.0590325334,0.8540515069,0.5156160123,0.04323860915 0 0 0 0 0 0 0.04323860915 0 0 0 0 0 0 0.09482640021 0 0 0 0 0 0 0.0007598594298 0 0 0 0 0 0 0.0007598594298 0 0 0 0 0 0 0.001317123355
8,1785495430.552309036,map,7.8459577560,-4.1351027489,-1.1591979265,0.0357070912,0.0592163226,0.8541247914,0.5154505565,0.04312444864 0 0 0 0 0 0 0.04312444864 0 0 0 0 0 0 0.09465730245 0 0 0 0 0 0 0.0007572186441 0 0 0 0 0 0 0.0007572186441 0 0 0 0 0 0 0.001313645827
9,1785495430.652524948,map,7.8469762802,-4.1367788315,-1.1597974300,0.0357239381,0.0593069670,0.8540724897,0.5155256349,0.04330236833 0 0 0 0 0 0 0.04330236833 0 0 0 0 0 0 0.09492081055 0 0 0 0 0 0 0.0007613348017 0 0 0 0 0 0 0.0007613348017 0 0 0 0 0 0 0.001319065571
