message_index,stamp_sec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
0,0.000000000,map,8.3300000000,-3.7800000000,-1.3900000000,0.0000000000,0.0000000000,0.8530502707,0.5218287416,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,1785497053.405873299,map,8.3788623810,-3.7509872913,-1.3936575651,0.0491208718,0.0581788083,0.8519027128,0.5181353035,0.04282327672 0 0 0 0 0 0 0.04282327672 0 0 0 0 0 0 0.09421084815 0 0 0 0 0 0 0.0007502572001 0 0 0 0 0 0 0.0007502572001 0 0 0 0 0 0 0.001304471606
2,1785497055.905592203,map,8.3681030273,-3.8257169724,-1.3889266253,0.0489338422,0.0585683168,0.8513479887,0.5190201088,0.0428328828 0 0 0 0 0 0 0.0428328828 0 0 0 0 0 0 0.09422509598 0 0 0 0 0 0 0.0007504791201 0 0 0 0 0 0 0.0007504791201 0 0 0 0 0 0 0.001304764224
3,1785497056.305691481,map,8.3589105606,-3.7860484123,-1.3896346092,0.0490381162,0.0582312479,0.8514455251,0.5188881113,0.04297186269 0 0 0 0 0 0 0.04297186269 0 0 0 0 0 0 0.09443117417 0 0 0 0 0 0 0.0007536907243 0 0 0 0 0 0 0.0007536907243 0 0 0 0 0 0 0.001308997794
4,1785497056.605889320,map,8.3725299835,-3.7830140591,-1.3906508684,0.0489097691,0.0584228372,0.8516564005,0.5185325244,0.04291307256 0 0 0 0 0 0 0.04291307256 0 0 0 0 0 0 0.09434401393 0 0 0 0 0 0 0.000752331976 0 0 0 0 0 0 0.000752331976 0 0 0 0 0 0 0.001307206944
5,1785497056.805559397,map,8.3803672791,-3.8382856846,-1.3888299465,0.0483289142,0.0585287497,0.8514395472,0.5189309919,0.04323230289 0 0 0 0 0 0 0.04323230289 0 0 0 0 0 0 0.0948170611 0 0 0 0 0 0 0.0007597135233 0 0 0 0 0 0 0.0007597135233 0 0 0 0 0 0 0.001316931256
6,1785497057.105914116,map,8.3825540543,-3.8328263760,-1.3906214237,0.0484703104,0.0582812449,0.8514571937,0.5189166844,0.0429871975 0 0 0 0 0 0 0.0429871975 0 0 0 0 0 0 0.09445390583 0 0 0 0 0 0 0.0007540451886 0 0 0 0 0 0 0.0007540451886 0 0 0 0 0 0 0.001309464919
7,1785497057.205642939,map,8.3855104446,-3.8245055676,-1.3905295134,0.0485585465,0.0583447135,0.8515557536,0.5187396278,0.04295344124 0 0 0 0 0 0 0.04295344124 0 0 0 0 0 0 0.09440386523 0 0 0 0 0 0 0.0007532649386 0 0 0 0 0 0 0.0007532649386 0 0 0 0 0 0 0.001308436644
8,1785497057.305518866,map,8.3839607239,-3.8226637840,-1.3907440901,0.0484846553,0.0582872360,0.8515646401,0.5187384142,0.04281805063 0 0 0 0 0 0 0.04281805063 0 0 0 0 0 0 0.09420309655 0 0 0 0 0 0 0.0007501364701 0 0 0 0 0 0 0.0007501364701 0 0 0 0 0 0 0.00130431241
9,1785497057.405603170,map,8.3905544281,-3.8149404526,-1.3924775124,0.0486871084,0.0584143308,0.8516337998,0.5185915329,0.04287519033 0 0 0 0 0 0 0.04287519033 0 0 0 0 0 0 0.09428784073 0 0 0 0 0 0 0.0007514566045 0 0 0 0 0 0 0.0007514566045 0 0 0 0 0 0 0.001306052985
10,1785497057.506054163,map,8.3955297470,-3.8055777550,-1.3944416046,0.0488219898,0.0582649811,0.8517105759,0.5184695718,0.04304242924 0 0 0 0 0 0 0.04304242924 0 0 0 0 0 0 0.09453576809 0 0 0 0 0 0 0.0007553220375 0 0 0 0 0 0 0.0007553220375 0 0 0 0 0 0 0.001311147374
11,1785497057.605827808,map,8.3971595764,-3.8033647537,-1.3934457302,0.0487973068,0.0584053113,0.8517369843,0.5184126981,0.04272966199 0 0 0 0 0 0 0.04272966199 0 0 0 0 0 0 0.09407197059 0 0 0 0 0 0 0.0007480949249 0 0 0 0 0 0 0.0007480949249 0 0 0 0 0 0 0.001301619938
12,1785497057.705650806,map,8.3963518143,-3.7959234715,-1.3938483000,0.0488763338,0.0582885727,0.8517669037,0.5183692787,0.04274022262 0 0 0 0 0 0 0.04274022262 0 0 0 0 0 0 0.09408763976 0 0 0 0 0 0 0.0007483388121 0 0 0 0 0 0 0.0007483388121 0 0 0 0 0 0 0.001301941633
13,1785497057.805523872,map,8.3927936554,-3.8026816845,-1.3943018913,0.0489871455,0.0584738368,0.8516805716,0.5184797890,0.04266382087 0 0 0 0 0 0 0.04266382087 0 0 0 0 0 0 0.09397426549 0 0 0 0 0 0 0.0007465746056 0 0 0 0 0 0 0.0007465746056 0 0 0 0 0 0 0.001299614303
14,1785497057.905591249,map,8.3950901031,-3.8021497726,-1.3934122324,0.0487614279,0.0585426262,0.8517433891,0.5183900978,0.04279838343 0 0 0 0 0 0 0.04279838343 0 0 0 0 0 0 0.09417392376 0 0 0 0 0 0 0.0007496821513 0 0 0 0 0 0 0.0007496821513 0 0 0 0 0 0 0.001303713313
15,1785497058.005958796,map,8.3959636688,-3.8032414913,-1.3935080767,0.0488116047,0.0583429179,0.8517201159,0.5184461117,0.04291871935 0 0 0 0 0 0 0.04291871935 0 0 0 0 0 0 0.09435238651 0 0 0 0 0 0 0.0007524624708 0 0 0 0 0 0 0.0007524624708 0 0 0 0 0 0 0.001307378955
16,1785497058.105751276,map,8.3951187134,-3.8027434349,-1.3930965662,0.0488002551,0.0582468843,0.8517146024,0.5184670857,0.04296378141 0 0 0 0 0 0 0.04296378141 0 0 0 0 0 0 0.09441919428 0 0 0 0 0 0 0.0007535039334 0 0 0 0 0 0 0.0007535039334 0 0 0 0 0 0 0.001308751624
17,1785497058.205631495,map,8.4004211426,-3.7316243649,-1.3960683346,0.0490811937,0.0584457375,0.8521799491,0.5176528157,0.04332518526 0 0 0 0 0 0 0.04332518526 0 0 0 0 0 0 0.09495459085 0 0 0 0 0 0 0.0007618628634 0 0 0 0 0 0 0.0007618628634 0 0 0 0 0 0 0.001319760614
18,1785497058.305483341,map,8.3925390244,-3.8206722736,-1.3926190138,0.0489724734,0.0586413404,0.8515958722,0.5186013310,0.04280174045 0 0 0 0 0 0 0.04280174045 0 0 0 0 0 0 0.09417890344 0 0 0 0 0 0 0.0007497596971 0 0 0 0 0 0 0.0007497596971 0 0 0 0 0 0 0.001303815574
19,1785497058.405687332,map,8.4187755585,-3.7308678627,-1.3975373507,0.0487282139,0.0580038258,0.8523497547,0.5174562275,0.04308574266 0 0 0 0 0 0 0.04308574266 0 0 0 0 0 0 0.09459995356 0 0 0 0 0 0 0.0007563235404 0 0 0 0 0 0 0.0007563235404 0 0 0 0 0 0 0.001312466776
20,1785497058.506133080,map,8.4078979492,-3.7861804962,-1.3953351974,0.0487030314,0.0585148422,0.8519647684,0.5180347731,0.04291773877 0 0 0 0 0 0 0.04291773877 0 0 0 0 0 0 0.0943509326 0 0 0 0 0 0 0.0007524398098 0 0 0 0 0 0 0.0007524398098 0 0 0 0 0 0 0.001307349085
