time_sec,cpu_ticks,rss_kb
1789398534.054197333,109,82980
1789398536.073365901,224,110064
1789398538.092512139,380,126628
1789398540.107127043,533,135500
1789398542.122996165,681,150140
1789398544.138562989,828,150140
1789398546.151843510,978,150140
1789398548.167367597,1133,172140
1789398550.185411761,1286,173276
1789398552.200221526,1440,151712
1789398554.212779999,1592,169348
1789398556.229386394,1738,169348
1789398558.245609085,1890,160656
1789398560.269107449,2044,168156
1789398562.289171895,2199,187128
1789398564.302465297,2351,156688
1789398566.317300474,2502,184860
1789398568.331345484,2653,174208
1789398570.348237710,2802,170608
1789398572.368940388,2952,188084
1789398574.386957600,3103,188124
1789398576.399993087,3251,170272
1789398578.416746225,3402,170288
1789398580.431298989,3554,170288
1789398582.451694304,3702,177488
1789398584.469718300,3855,193540
1789398586.487168356,4005,193540
1789398588.500451989,4157,181000
1789398590.513793781,4308,181000
1789398592.531614986,4459,195252
1789398594.551194480,4612,182796
1789398596.572092488,4762,195156
1789398598.584375011,4913,182704
1789398600.598418098,5062,182704
1789398602.613755762,5215,175504
1789398604.627921858,5367,180928
1789398606.645421095,5517,189588
1789398608.661908860,5663,191508
1789398610.676185729,5819,198708
1789398612.688666581,5974,170196
1789398614.702510654,6126,180996
1789398616.717403898,6274,180996
1789398618.735660237,6423,180996
1789398620.758728439,6573,185216
1789398622.773493101,6725,180996
1789398624.789779384,6875,195248
1789398626.805948310,7026,180996
1789398628.819703944,7177,180876
1789398630.837560881,7325,180876
1789398632.852948558,7476,183512
1789398634.867895680,7625,188840
1789398636.887887178,7773,193328
1789398638.902811303,7926,175476
1789398640.913469112,8078,182676
1789398642.927462210,8231,170204
1789398644.943117315,8383,181552
1789398646.964274718,8534,191512
1789398648.986473616,8684,190984
1789398651.006294297,8834,197056
1789398653.025373976,8986,181004
1789398655.047956593,9077,181004
1789398657.070151073,9094,181004
1789398659.089634954,9111,181004
1789398661.110600555,9129,181004
1789398663.132102021,9146,181004
1789398665.152418745,9163,181004
1789398667.177396838,9180,181004
1789398669.200803597,9198,181004
1789398671.222040910,9215,181004
1789398673.245425193,9232,181004
