time_sec,cpu_ticks,rss_kb
1789168185.879782371,28,131312
1789168187.897553435,28,131312
1789168189.913245430,91,173440
1789168191.931568115,279,207788
1789168193.953137588,407,208316
1789168195.971027888,533,208580
1789168197.992063217,657,208580
1789168200.016383319,782,208580
1789168202.040194827,895,208580
1789168204.060789054,1023,208844
1789168206.079210711,1156,209108
1789168208.096165978,1288,209108
1789168210.115154492,1425,209108
1789168212.137328453,1554,209108
1789168214.160001188,1691,209108
1789168216.177065878,1824,209372
1789168218.190766090,1954,209636
1789168220.210592054,2085,209636
1789168222.231614846,2210,209636
1789168224.254084163,2340,209636
1789168226.273678158,2467,209636
1789168228.291300739,2582,209636
1789168230.314292781,2705,209636
1789168232.335626051,2831,209636
1789168234.356358765,2956,209636
1789168236.373183449,3081,209636
1789168238.398349482,3205,209636
1789168240.424885369,3328,209636
1789168242.447284329,3461,209636
1789168244.467923880,3593,209636
1789168246.483724358,3724,209636
1789168248.499247708,3858,209636
1789168250.516374515,3974,209636
1789168252.533763781,4097,209636
1789168254.550817359,4209,209636
1789168256.570601986,4328,209636
1789168258.589095207,4451,209636
1789168260.604548824,4555,209636
1789168262.621941422,4675,209636
1789168264.640917095,4797,209636
1789168266.660933824,4923,209636
1789168268.675102616,5051,209636
1789168270.696945234,5173,209636
1789168272.717635554,5295,209636
1789168274.739079057,5421,209636
1789168276.758701109,5546,209636
1789168278.775889962,5672,209636
1789168280.795478311,5794,209636
1789168282.813153017,5921,209636
1789168284.832302192,6051,209636
1789168286.853697871,6177,209636
1789168288.876142193,6294,209636
1789168290.896923945,6423,209636
1789168292.917189790,6551,209636
1789168294.936978736,6674,209636
1789168296.957162690,6796,209636
1789168298.975508076,6920,209636
1789168300.997169124,7044,209636
1789168303.018622779,7168,209636
1789168305.037862057,7279,209636
1789168307.058494524,7326,209656
1789168309.079399890,7326,209656
1789168311.102742323,7330,206636
1789168313.121374913,7331,206636
1789168315.141981721,7331,206636
1789168317.159474342,7331,206636
