message_index,stamp_sec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,covariance
0,0.000000000,map,7.8200000000,-4.1100000000,-1.1700000000,0.0000000000,0.0000000000,0.8550024007,0.5186240400,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,1785495426.753357887,map,7.8592238426,-4.2462177277,-1.1709017754,0.0331654223,0.0596428274,0.8535636999,0.5164996157,0.04342167753 0 0 0 0 0 0 0.04342167753 0 0 0 0 0 0 0.09509741509 0 0 0 0 0 0 0.00076409651 0 0 0 0 0 0 0.00076409651 0 0 0 0 0 0 0.001322699937
2,1785495429.152035952,map,7.8580279350,-4.2486448288,-1.1680963039,0.0331568862,0.0593439010,0.8536465001,0.5163976559,0.04368363542 0 0 0 0 0 0 0.04368363542 0 0 0 0 0 0 0.09548489637 0 0 0 0 0 0 0.0007701643731 0 0 0 0 0 0 0.0007701643731 0 0 0 0 0 0 0.001330679631
3,1785495429.351785898,map,7.8718729019,-4.2596468925,-1.1691764593,0.0336053556,0.0605328629,0.8535025626,0.5164685935,0.04344216038 0 0 0 0 0 0 0.04344216038 0 0 0 0 0 0 0.09512772641 0 0 0 0 0 0 0.0007645707572 0 0 0 0 0 0 0.0007645707572 0 0 0 0 0 0 0.001323323881
4,1785495429.552469015,map,7.8256564140,-4.2565488815,-1.1621757746,0.0336434822,0.0600594042,0.8533680981,0.5167435521,0.04324350297 0 0 0 0 0 0 0.04324350297 0 0 0 0 0 0 0.09483364746 0 0 0 0 0 0 0.0007599726595 0 0 0 0 0 0 0.0007599726595 0 0 0 0 0 0 0.00131727243
5,1785495429.651681900,map,7.8495683670,-4.2387924194,-1.1659973860,0.0336973944,0.0596728834,0.8535024030,0.5165628805,0.04344149054 0 0 0 0 0 0 0.04344149054 0 0 0 0 0 0 0.0951267352 0 0 0 0 0 0 0.0007645552476 0 0 0 0 0 0 0.0007645552476 0 0 0 0 0 0 0.001323303476
6,1785495429.852205038,map,7.8694210052,-4.2634406090,-1.1691393852,0.0328558540,0.0595383897,0.8533081591,0.5169534476,0.04317442786 0 0 0 0 0 0 0.04317442786 0 0 0 0 0 0 0.09473134201 0 0 0 0 0 0 0.0007583746381 0 0 0 0 0 0 0.0007583746381 0 0 0 0 0 0 0.001315168281
7,1785495429.951565027,map,7.8763132095,-4.2685284615,-1.1707069874,0.0326858650,0.0595124943,0.8532923200,0.5169934119,0.0434051767 0 0 0 0 0 0 0.0434051767 0 0 0 0 0 0 0.09507299483 0 0 0 0 0 0 0.0007637144857 0 0 0 0 0 0 0.0007637144857 0 0 0 0 0 0 0.001322197293
8,1785495430.051863909,map,7.8812155724,-4.2682857513,-1.1722524166,0.0328833025,0.0596294302,0.8532713250,0.5170019938,0.04341230621 0 0 0 0 0 0 0.04341230621 0 0 0 0 0 0 0.09508354627 0 0 0 0 0 0 0.000763879544 0 0 0 0 0 0 0.000763879544 0 0 0 0 0 0 0.00132241447
9,1785495430.152066946,map,7.8902320862,-4.2708764076,-1.1758563519,0.0323244635,0.0597026559,0.8533301254,0.5169317060,0.04343240076 0 0 0 0 0 0 0.04343240076 0 0 0 0 0 0 0.09511328404 0 0 0 0 0 0 0.0007643447847 0 0 0 0 0 0 0.0007643447847 0 0 0 0 0 0 0.001323026586
10,1785495430.251229048,map,7.8943753242,-4.2636461258,-1.1744086742,0.0329566576,0.0594430252,0.8533224816,0.5169344156,0.04331184824 0 0 0 0 0 0 0.04331184824 0 0 0 0 0 0 0.09493484584 0 0 0 0 0 0 0.0007615541938 0 0 0 0 0 0 0.0007615541938 0 0 0 0 0 0 0.001319354346
11,1785495430.351475954,map,7.8961143494,-4.2679796219,-1.1750801802,0.0330696891,0.0594988289,0.8534156276,0.5167669453,0.04340365343 0 0 0 0 0 0 0.04340365343 0 0 0 0 0 0 0.09507074041 0 0 0 0 0 0 0.0007636792205 0 0 0 0 0 0 0.0007636792205 0 0 0 0 0 0 0.001322150892
12,1785495430.451785088,map,7.8952193260,-4.2634191513,-1.1767228842,0.0333914635,0.0594990312,0.8534263141,0.5167285568,0.0430765997 0 0 0 0 0 0 0.0430765997 0 0 0 0 0 0 0.09458640563 0 0 0 0 0 0 0.0007561121215 0 0 0 0 0 0 0.0007561121215 0 0 0 0 0 0 0.001312188265
13,1785495430.552309036,map,7.8971114159,-4.2687888145,-1.1747888327,0.0326907436,0.0598549059,0.8535606112,0.5165104055,0.04323163004 0 0 0 0 0 0 0.04323163004 0 0 0 0 0 0 0.09481606465 0 0 0 0 0 0 0.0007596979559 0 0 0 0 0 0 0.0007596979559 0 0 0 0 0 0 0.00131691076
14,1785495430.652524948,map,7.8994803429,-4.2702565193,-1.1753252745,0.0323753698,0.0595987189,0.8536011805,0.5164928574,0.04370842187 0 0 0 0 0 0 0.04370842187 0 0 0 0 0 0 0.09552154032 0 0 0 0 0 0 0.0007707388113 0 0 0 0 0 0 0.0007707388113 0 0 0 0 0 0 0.001331434669
15,1785495430.751563072,map,7.9016132355,-4.2707653046,-1.1752914190,0.0321248198,0.0594355581,0.8535617905,0.5165923538,0.04335048867 0 0 0 0 0 0 0.04335048867 0 0 0 0 0 0 0.09499204899 0 0 0 0 0 0 0.0007624485222 0 0 0 0 0 0 0.0007624485222 0 0 0 0 0 0 0.0013205314
16,1785495430.851839066,map,7.9023718834,-4.2695503235,-1.1769962311,0.0322491148,0.0595381841,0.8535277967,0.5166290074,0.04337909817 0 0 0 0 0 0 0.04337909817 0 0 0 0 0 0 0.09503439707 0 0 0 0 0 0 0.000763110767 0 0 0 0 0 0 0.000763110767 0 0 0 0 0 0 0.001321402896
17,1785495430.952213049,map,7.9005179405,-4.2655911446,-1.1750767231,0.0325496495,0.0592024486,0.8535714110,0.5165766330,0.04335029486 0 0 0 0 0 0 0.04335029486 0 0 0 0 0 0 0.0949917621 0 0 0 0 0 0 0.0007624440362 0 0 0 0 0 0 0.0007624440362 0 0 0 0 0 0 0.001320525497
18,1785495431.052498102,map,7.9040079117,-4.2648019791,-1.1772850752,0.0323456941,0.0589578092,0.8534412905,0.5168323686,0.04324040398 0 0 0 0 0 0 0.04324040398 0 0 0 0 0 0 0.0948290582 0 0 0 0 0 0 0.0007599009572 0 0 0 0 0 0 0.0007599009572 0 0 0 0 0 0 0.001317178029
19,1785495431.152724028,map,7.9055376053,-4.2673568726,-1.1796982288,0.0325634316,0.0591821545,0.8535407328,0.5166288416,0.04353590695 0 0 0 0 0 0 0.04353590695 0 0 0 0 0 0 0.09526642669 0 0 0 0 0 0 0.0007667417568 0 0 0 0 0 0 0.0007667417568 0 0 0 0 0 0 0.001326179564
20,1785495431.251972914,map,7.9019060135,-4.2711739540,-1.1782460213,0.0328043699,0.0592778132,0.8535491291,0.5165887914,0.04325192628 0 0 0 0 0 0 0.04325192628 0 0 0 0 0 0 0.09484612121 0 0 0 0 0 0 0.0007601675567 0 0 0 0 0 0 0.0007601675567 0 0 0 0 0 0 0.001317529019
21,1785495431.352257013,map,7.9000124931,-4.2638125420,-1.1771258116,0.0331190511,0.0593394554,0.8536530144,0.5163898575,0.04334408644 0 0 0 0 0 0 0.04334408644 0 0 0 0 0 0 0.09498257173 0 0 0 0 0 0 0.0007623003346 0 0 0 0 0 0 0.0007623003346 0 0 0 0 0 0 0.001320336377
22,1785495431.451512098,map,7.9184465408,-4.2931413651,-1.1787569523,0.0327390536,0.0592212626,0.8539535249,0.5159305837,0.04381393118 0 0 0 0 0 0 0.04381393118 0 0 0 0 0 0 0.09567748629 0 0 0 0 0 0 0.0007731846143 0 0 0 0 0 0 0.0007731846143 0 0 0 0 0 0 0.001334648667
23,1785495431.551650047,map,7.9131045341,-4.2878284454,-1.1762253046,0.0326304986,0.0594388526,0.8538670641,0.5160555631,0.04330623639 0 0 0 0 0 0 0.04330623639 0 0 0 0 0 0 0.09492653739 0 0 0 0 0 0 0.0007614243188 0 0 0 0 0 0 0.0007614243188 0 0 0 0 0 0 0.001319183399
24,1785495431.651865959,map,7.9008851051,-4.2861704826,-1.1761511564,0.0329464302,0.0595244978,0.8539196020,0.5159386201,0.04319178023 0 0 0 0 0 0 0.04319178023 0 0 0 0 0 0 0.09475704468 0 0 0 0 0 0 0.0007587760393 0 0 0 0 0 0 0.0007587760393 0 0 0 0 0 0 0.001315696865
25,1785495431.752110004,map,7.8999557495,-4.2844514847,-1.1743389368,0.0329824238,0.0596701158,0.8538926731,0.5159640354,0.0433150808 0 0 0 0 0 0 0.0433150808 0 0 0 0 0 0 0.09493963164 0 0 0 0 0 0 0.0007616290064 0 0 0 0 0 0 0.0007616290064 0 0 0 0 0 0 0.001319452815
26,1785495431.851408005,map,7.8989419937,-4.2783823013,-1.1749610901,0.0331556067,0.0594799887,0.8537767220,0.5161668575,0.04316729514 0 0 0 0 0 0 0.04316729514 0 0 0 0 0 0 0.09472077641 0 0 0 0 0 0 0.000758209649 0 0 0 0 0 0 0.000758209649 0 0 0 0 0 0 0.001314951006
27,1785495431.951628923,map,7.8998064995,-4.2711277008,-1.1740589142,0.0329545311,0.0594872230,0.8537623709,0.5162026392,0.04325225529 0 0 0 0 0 0 0.04325225529 0 0 0 0 0 0 0.09484660841 0 0 0 0 0 0 0.0007601751693 0 0 0 0 0 0 0.0007601751693 0 0 0 0 0 0 0.001317539041
28,1785495432.052097082,map,7.8998866081,-4.2641816139,-1.1793752909,0.0332602749,0.0596835416,0.8538041958,0.5160911360,0.04321567282 0 0 0 0 0 0 0.04321567282 0 0 0 0 0 0 0.09479243211 0 0 0 0 0 0 0.0007593287731 0 0 0 0 0 0 0.0007593287731 0 0 0 0 0 0 0.001316424675
29,1785495432.152303934,map,7.9121971130,-4.2762861252,-1.1783072948,0.0318174707,0.0591417822,0.8538616235,0.5161494420,0.04344944873 0 0 0 0 0 0 0.04344944873 0 0 0 0 0 0 0.09513851143 0 0 0 0 0 0 0.0007647395155 0 0 0 0 0 0 0.0007647395155 0 0 0 0 0 0 0.001323545896
30,1785495432.251545906,map,7.9083399773,-4.2712841034,-1.1777435541,0.0323764852,0.0591403984,0.8538826420,0.5160800559,0.04352989295 0 0 0 0 0 0 0.04352989295 0 0 0 0 0 0 0.09525753029 0 0 0 0 0 0 0.0007666024614 0 0 0 0 0 0 0.0007666024614 0 0 0 0 0 0 0.001325996367
31,1785495432.351875067,map,7.9042329788,-4.2738232613,-1.1797165871,0.0326987094,0.0592075556,0.8538001185,0.5161885087,0.04363309274 0 0 0 0 0 0 0.04363309274 0 0 0 0 0 0 0.09541016431 0 0 0 0 0 0 0.0007689931801 0 0 0 0 0 0 0.0007689931801 0 0 0 0 0 0 0.001329140013
32,1785495432.451059103,map,7.9021782875,-4.2706637383,-1.1767040491,0.0328589181,0.0591726989,0.8537261175,0.5163047096,0.0436285554 0 0 0 0 0 0 0.0436285554 0 0 0 0 0 0 0.09540345476 0 0 0 0 0 0 0.0007688880499 0 0 0 0 0 0 0.0007688880499 0 0 0 0 0 0 0.001329001798
33,1785495432.551098108,map,7.8989100456,-4.2686634064,-1.1789431572,0.0329131916,0.0593102583,0.8535827880,0.5165224213,0.04332483104 0 0 0 0 0 0 0.04332483104 0 0 0 0 0 0 0.09495406646 0 0 0 0 0 0 0.0007618546654 0 0 0 0 0 0 0.0007618546654 0 0 0 0 0 0 0.001319749825
34,1785495432.651318073,map,7.9019751549,-4.2730059624,-1.1782480478,0.0327800097,0.0594624469,0.8535858712,0.5165083356,0.04328265838 0 0 0 0 0 0 0.04328265838 0 0 0 0 0 0 0.09489162779 0 0 0 0 0 0 0.0007608786816 0 0 0 0 0 0 0.0007608786816 0 0 0 0 0 0 0.001318465172
35,1785495432.751388073,map,7.9046916962,-4.2669348717,-1.1792308092,0.0332447271,0.0592913128,0.8534517443,0.5167199344,0.04337287642 0 0 0 0 0 0 0.04337287642 0 0 0 0 0 0 0.09502518796 0 0 0 0 0 0 0.0007629667418 0 0 0 0 0 0 0.0007629667418 0 0 0 0 0 0 0.00132121337
36,1785495432.851555109,map,7.8987936974,-4.2729349136,-1.1770554781,0.0330101738,0.0595401459,0.8534292800,0.5167434007,0.04356577229 0 0 0 0 0 0 0.04356577229 0 0 0 0 0 0 0.095310603 0 0 0 0 0 0 0.0007674335384 0 0 0 0 0 0 0.0007674335384 0 0 0 0 0 0 0.001327089315
37,1785495432.951648951,map,7.8555197716,-4.3132104874,-1.1669522524,0.0330474517,0.0594332689,0.8531171480,0.5172684877,0.04345242205 0 0 0 0 0 0 0.04345242205 0 0 0 0 0 0 0.09514291115 0 0 0 0 0 0 0.0007648083626 0 0 0 0 0 0 0.0007648083626 0 0 0 0 0 0 0.001323636469
38,1785495433.051076889,map,7.8499565125,-4.3050346375,-1.1681380272,0.0331482747,0.0596984767,0.8531767730,0.5171331688,0.04358803282 0 0 0 0 0 0 0.04358803282 0 0 0 0 0 0 0.09534352722 0 0 0 0 0 0 0.0007679492157 0 0 0 0 0 0 0.0007679492157 0 0 0 0 0 0 0.001327767409
39,1785495433.151295900,map,7.8592052460,-4.2913846970,-1.1676234007,0.0329322659,0.0598051964,0.8531899937,0.5171128251,0.04323091615 0 0 0 0 0 0 0.04323091615 0 0 0 0 0 0 0.09481500741 0 0 0 0 0 0 0.000759681439 0 0 0 0 0 0 0.000759681439 0 0 0 0 0 0 0.001316889013
