time_sec,cpu_ticks,rss_kb
1789402154.159766910,18,54648
1789402156.173666494,150,109448
1789402158.189585384,350,145612
1789402160.206100456,515,145520
1789402162.220863071,669,145520
1789402164.237349353,819,145520
1789402166.257926371,970,145520
1789402168.274243644,1122,145520
1789402170.286691210,1273,145520
1789402172.298895939,1427,145520
1789402174.310640462,1600,145520
1789402176.324924308,1776,145520
1789402178.340711762,1963,145520
1789402180.353409038,2146,145520
1789402182.367977240,2328,145520
1789402184.379030474,2515,145520
1789402186.393009004,2706,145520
1789402188.407357382,2882,145520
1789402190.420177168,3028,145520
1789402192.433733256,3180,145520
1789402194.452357649,3328,145520
1789402196.467829016,3473,145520
1789402198.480527537,3622,145520
1789402200.493929272,3769,145520
1789402202.507793301,3916,145520
1789402204.520704015,4063,145520
1789402206.534468083,4209,145520
1789402208.552486783,4358,145520
1789402210.563632946,4529,145520
1789402212.578373087,4692,145520
1789402214.590751890,4850,145520
1789402216.604532798,5012,145520
1789402218.617671774,5177,145520
1789402220.630348204,5342,145784
1789402222.645466390,5505,145784
1789402224.660296810,5669,145784
1789402226.672680515,5840,145784
1789402228.684330578,5988,145784
1789402230.696483539,6131,145784
1789402232.709341729,6280,145784
1789402234.724193398,6425,145784
1789402236.739603004,6576,145784
1789402238.758195977,6722,145784
1789402240.771291280,6870,145784
1789402242.785009094,7019,145784
1789402244.797647546,7167,145784
1789402246.810559302,7316,145784
1789402248.824748685,7460,145784
1789402250.843070783,7610,145784
1789402252.858381862,7762,145784
1789402254.872385296,7908,145784
1789402256.892328850,8050,145784
1789402258.906085153,8204,145784
1789402260.918980807,8354,145784
1789402262.934681853,8500,145784
1789402264.951260857,8645,145784
1789402266.968820600,8789,145784
1789402268.982975028,8940,145784
1789402270.996674140,9084,145784
1789402273.010690264,9235,145784
1789402275.030754282,9324,145784
1789402277.049438240,9324,145784
1789402279.070875911,9324,145784
1789402281.091706972,9324,145784
1789402283.111819268,9324,145784
1789402285.130876614,9324,145784
