time_sec,cpu_ticks,rss_kb
1789399665.976419302,106,84280
1789399667.993317597,230,114876
1789399670.006905219,391,134384
1789399672.021909813,542,140728
1789399674.034174321,690,149064
1789399676.052923508,840,224484
1789399678.068555716,996,243752
1789399680.079537293,1151,235760
1789399682.092744667,1306,243596
1789399684.105319013,1468,260444
1789399686.121849320,1626,268628
1789399688.135446327,1782,285520
1789399690.148387906,1952,309568
1789399692.162574778,2119,324676
1789399694.177103654,2287,329020
1789399696.191570057,2466,358536
1789399698.204039761,2644,338740
1789399700.217495561,2815,372000
1789399702.233021545,2997,392808
1789399704.246281104,3178,423164
1789399706.260488454,3355,441360
1789399708.274198296,3544,459996
1789399710.288511803,3726,453972
1789399712.302693271,3908,476204
1789399714.316470989,4101,533848
1789399716.329089986,4283,546676
1789399718.342447977,4460,583584
1789399720.357236956,4646,601172
1789399722.369770583,4828,648164
1789399724.383818270,5011,667460
1789399726.397784157,5202,675740
1789399728.410047584,5388,707156
1789399730.424091052,5573,769148
1789399732.436082304,5770,792116
1789399734.449867709,5961,801092
1789399736.466062335,6153,840100
1789399738.478213336,6343,864464
1789399740.492295513,6531,868764
1789399742.505951981,6713,896988
1789399744.519674492,6889,913284
1789399746.533404497,7060,936776
1789399748.546417386,7238,958072
1789399750.560878813,7417,983288
1789399752.574624463,7588,992004
1789399754.590501914,7772,1050236
1789399756.604588364,7957,1052920
1789399758.618208911,8133,1077472
1789399760.631764776,8319,1107444
1789399762.644515671,8505,1173180
1789399764.658036199,8679,1198932
1789399766.671626547,8862,1228764
1789399768.685359309,9051,1241440
1789399770.698179195,9232,1271004
1789399772.715323725,9419,1334484
1789399774.727396940,9610,1356572
1789399776.743299658,9793,1412536
1789399778.760298636,9980,1424456
1789399780.774918992,10171,1470068
1789399782.787919918,10356,1540816
1789399784.801463244,10543,1557184
1789399786.822063014,10728,1542700
1789399788.842804050,10745,1542700
1789399790.867887768,10762,1542700
1789399792.886676253,10779,1542700
1789399794.905886470,10797,1542700
1789399796.928119403,10814,1542700
1789399798.949791980,10832,1542700
1789399800.971030837,10848,1542700
1789399802.993523152,10866,1542700
1789399805.014186238,10883,1542700
