time_sec,cpu_ticks,rss_kb
1789402593.088864507,18,54656
1789402595.104241399,148,109736
1789402597.123715223,326,138956
1789402599.142962413,472,138956
1789402601.157023099,612,138956
1789402603.178437465,747,138956
1789402605.197914200,885,138956
1789402607.218786755,1021,138956
1789402609.233638299,1158,138956
1789402611.250999201,1298,138956
1789402613.262675083,1441,138956
1789402615.278955500,1598,138956
1789402617.294534607,1751,138956
1789402619.311900466,1893,138956
1789402621.329949555,2042,138956
1789402623.340860477,2188,138956
1789402625.353161906,2337,138956
1789402627.373337960,2481,138956
1789402629.401598683,2620,138956
1789402631.423744476,2760,138956
1789402633.443903776,2893,138956
1789402635.459433932,3024,138956
1789402637.478383437,3161,138956
1789402639.499494116,3297,138956
1789402641.518415940,3437,138956
1789402643.534002152,3573,138956
1789402645.550759901,3707,138956
1789402647.565632305,3842,138956
1789402649.583999769,3982,138956
1789402651.605241060,4123,138956
1789402653.627601025,4268,138956
1789402655.643858219,4411,138956
1789402657.657898620,4536,138956
1789402659.676242924,4669,138956
1789402661.698343496,4797,138956
1789402663.711904656,4922,138956
1789402665.733352985,5055,138956
1789402667.751648066,5192,138956
1789402669.765031320,5323,138956
1789402671.790701918,5455,138956
1789402673.813977039,5594,138956
1789402675.831925752,5736,138956
1789402677.845659100,5871,138956
1789402679.858371208,6008,138956
1789402681.878116300,6144,138956
1789402683.899661838,6281,138956
1789402685.913164910,6421,138956
1789402687.928260306,6554,138956
1789402689.946407637,6691,138956
1789402691.962342462,6832,138956
1789402693.977865695,6965,138956
1789402695.996358272,7094,138956
1789402698.014590485,7235,138956
1789402700.030306520,7375,138956
1789402702.046214531,7508,138956
1789402704.063479481,7640,138956
1789402706.085508160,7775,138956
1789402708.108642423,7913,138956
1789402710.125627066,8048,138956
1789402712.138150237,8171,138956
1789402714.155533103,8227,138956
1789402716.176594095,8227,138956
1789402718.198368874,8227,138956
1789402720.218366686,8228,138956
1789402722.238330273,8228,138956
1789402724.259377363,8228,138956
