time_sec,cpu_ticks,rss_kb
1789399019.234244261,105,82860
1789399021.255889204,216,151764
1789399023.272527092,359,170124
1789399025.285389571,501,158220
1789399027.304691763,650,191768
1789399029.321945353,798,204480
1789399031.337800162,946,190756
1789399033.352531007,1095,192452
1789399035.368314901,1242,194252
1789399037.382864558,1390,194252
1789399039.409817006,1534,199264
1789399041.426892792,1683,208504
1789399043.441217581,1830,198072
1789399045.453399850,1979,198072
1789399047.467857564,2129,199872
1789399049.481216465,2278,199872
1789399051.495688897,2428,203084
1789399053.514364540,2578,201764
1789399055.529547239,2728,211196
1789399057.540969762,2879,198072
1789399059.554135060,3029,198072
1789399061.567226695,3180,198072
1789399063.582658159,3331,190872
1789399065.595776545,3479,204932
1789399067.612776609,3631,212324
1789399069.631170906,3774,205988
1789399071.646750145,3922,208956
1789399073.659732341,4069,201948
1789399075.674011139,4214,198348
1789399077.690539591,4366,198872
1789399079.708163718,4519,214400
1789399081.722248695,4671,200148
1789399083.736095818,4824,200148
1789399085.752328787,4975,200148
1789399087.766337672,5126,200148
1789399089.781833271,5277,201948
1789399091.798903903,5430,210608
1789399093.813902964,5582,215884
1789399095.829286440,5735,217628
1789399097.843672099,5886,196176
1789399099.862450922,6039,196176
1789399101.876414539,6191,196176
1789399103.892864994,6344,203036
1789399105.908200256,6497,212540
1789399107.923441250,6650,215708
1789399109.938050793,6801,215708
1789399111.954273354,6955,196176
1789399113.969849490,7107,196176
1789399115.985207870,7260,196176
1789399118.003768028,7413,208316
1789399120.018884047,7566,213860
1789399122.033463943,7720,196176
1789399124.045504656,7873,196176
1789399126.056140868,8025,196176
1789399128.068423155,8176,196176
1789399130.087961024,8330,196176
1789399132.100629653,8483,214120
1789399134.114169481,8631,214120
1789399136.129272409,8779,211460
1789399138.143554513,8925,196436
1789399140.161151580,9020,196496
1789399142.181594108,9037,196496
1789399144.204468500,9054,196496
1789399146.228965960,9072,196496
1789399148.252323974,9089,196496
1789399150.274627534,9106,196496
1789399152.295400260,9124,196496
1789399154.316055550,9141,196496
1789399156.333775853,9158,196496
1789399158.355931466,9175,196496
