time_sec,cpu_ticks,rss_kb
1789399180.958651227,103,82864
1789399182.977525033,214,151132
1789399184.997414968,357,155456
1789399187.025140674,500,165220
1789399189.043984932,651,205652
1789399191.059256768,798,204856
1789399193.073986791,947,205648
1789399195.088014680,1096,192084
1789399197.103719879,1244,193884
1789399199.116068400,1392,193884
1789399201.127919171,1534,200744
1789399203.142737102,1679,206552
1789399205.155872617,1830,192320
1789399207.169142731,1980,192320
1789399209.184832263,2129,192320
1789399211.199822895,2278,199520
1789399213.217350096,2428,205852
1789399215.235028089,2579,213772
1789399217.249108574,2730,199520
1789399219.264866690,2882,199520
1789399221.277879166,3033,199520
1789399223.288747342,3183,199520
1789399225.302171736,3333,199520
1789399227.322318437,3483,209020
1789399229.341202369,3634,213772
1789399231.360638466,3780,212188
1789399233.375861477,3926,199520
1789399235.389360218,4075,203396
1789399237.403412790,4221,214048
1789399239.416606783,4372,203488
1789399241.429867538,4525,214048
1789399243.443035470,4677,201596
1789399245.456538962,4830,201596
1789399247.469040453,4981,201596
1789399249.484343697,5135,201596
1789399251.497224342,5286,201596
1789399253.510433570,5435,203396
1789399255.526328616,5588,212104
1789399257.544722121,5740,213424
1789399259.558818190,5893,201596
1789399261.573158459,6045,201596
1789399263.585536446,6195,201596
1789399265.599293987,6348,201596
1789399267.614394315,6500,201596
1789399269.629007616,6653,215848
1789399271.642914691,6805,206892
1789399273.657613581,6957,201596
1789399275.672037475,7109,201596
1789399277.685226763,7261,201596
1789399279.698965146,7410,199796
1789399281.715180646,7562,203224
1789399283.730418338,7715,215848
1789399285.742275071,7868,215848
1789399287.754615331,8020,201596
1789399289.767505999,8172,201596
1789399291.780820357,8324,201856
1789399293.798242828,8475,201856
1789399295.812214612,8623,201856
1789399297.829469396,8767,206076
1789399299.851967455,8912,214260
1789399301.874356886,9009,201884
1789399303.895568640,9025,201884
1789399305.916030779,9043,201884
1789399307.932711033,9060,201884
1789399309.956074841,9077,201884
1789399311.975552606,9094,201884
1789399313.995055630,9111,201884
1789399316.019523916,9128,201884
1789399318.039001557,9146,201884
1789399320.054801122,9163,201884
