time_sec,cpu_ticks,rss_kb
1789168039.772653840,28,131332
1789168041.785666657,85,172852
1789168043.798049218,283,210600
1789168045.810213688,426,210920
1789168047.831919521,565,210920
1789168049.855465810,701,210920
1789168051.876390304,840,210920
1789168053.891314799,979,210920
1789168055.904718568,1115,210920
1789168057.922514275,1254,210920
1789168059.946287662,1397,210920
1789168061.959127342,1552,210920
1789168063.975877548,1702,210920
1789168065.990870037,1845,210920
1789168068.006583551,1992,210920
1789168070.020138737,2139,210920
1789168072.043120083,2289,210920
1789168074.056460827,2437,210920
1789168076.076197209,2575,210920
1789168078.095025131,2716,210920
1789168080.108369002,2853,210920
1789168082.128886181,2975,210920
1789168084.150313286,3115,210920
1789168086.169516978,3252,210920
1789168088.185337312,3390,210920
1789168090.203160702,3527,210920
1789168092.215065738,3663,210920
1789168094.233984017,3798,210920
1789168096.257939106,3941,210920
1789168098.277498862,4081,210920
1789168100.291798256,4229,210920
1789168102.305494927,4375,210920
1789168104.328276154,4497,210920
1789168106.347317193,4628,210920
1789168108.359263552,4757,210920
1789168110.380529638,4904,210920
1789168112.395804543,5037,210920
1789168114.410198293,5154,210920
1789168116.426141499,5285,210920
1789168118.445184798,5416,210920
1789168120.468550727,5555,210920
1789168122.483414003,5695,210920
1789168124.499949970,5833,210920
1789168126.515628912,5968,210920
1789168128.537034527,6107,210920
1789168130.552348231,6246,210920
1789168132.571596404,6384,210920
1789168134.587395885,6522,210920
1789168136.602056198,6663,210920
1789168138.614080564,6806,210920
1789168140.628094169,6940,210920
1789168142.646214981,7075,210920
1789168144.662179882,7205,210920
1789168146.683408382,7345,210920
1789168148.701527237,7482,210920
1789168150.717631336,7614,210920
1789168152.741255243,7750,210920
1789168154.762964106,7887,210920
1789168156.780763001,8021,210920
1789168158.799152438,8138,210920
1789168160.821781917,8217,210976
1789168162.841541660,8222,205784
1789168164.863274964,8222,205784
1789168166.886885989,8222,205784
1789168168.908175763,8222,205784
1789168170.929635279,8222,205784
