stamp_sec,x,y,z
1785497053.4058733,8.394582604680227,-3.706822735556072,-0.9936708285263914
1785497055.7059739,8.415598141787614,-3.6743923923440147,-0.9973677685402313
1785497055.9055922,8.379048591772632,-3.677882962289147,-0.9878108262830936
1785497056.106099,8.386433949232035,-3.706462799521426,-0.9887989446870544
1785497056.2058449,8.418020062945414,-3.6886624511959485,-0.9954697254335613
1785497056.4055197,8.425768197431003,-3.6902795296927478,-0.9958788719898243
1785497056.5057404,8.428380094056287,-3.6907906822238,-0.9963972436377984
1785497056.6058893,8.43448933693275,-3.6918973118967457,-0.9958491131278111
1785497056.7057765,8.435245893258093,-3.687436036141704,-0.9960684059450814
1785497056.8055594,8.43707753904189,-3.6837557110237737,-0.9961754738612674
1785497056.9055858,8.442988405678145,-3.6898754053604548,-0.9977249662628798
1785497057.0058331,8.440189839445516,-3.6866162392633353,-0.9978347538556936
1785497057.105914,8.435405544353367,-3.6842214326282963,-0.9986649824719352
1785497057.205643,8.439726906567504,-3.6762512867534114,-0.9979102525381186
1785497057.3055189,8.434720856121444,-3.674061777250495,-0.9977578945803129
1785497057.4056032,8.430589317111869,-3.6707362888652177,-0.9961777203584884
1785497057.5060542,8.436450519379983,-3.668762493535838,-0.9987231889658029
1785497057.6058278,8.433952878766586,-3.6670890288801217,-0.9975725807701605
1785497057.7056508,8.430334276039005,-3.665510855433006,-0.9990275842530627
1785497057.8055239,8.43170335311572,-3.668067579383849,-0.9991317534805404
1785497057.9055912,8.437076968123788,-3.672213596503929,-0.9989357092880329
1785497058.0059588,8.435839068439362,-3.6724695765262747,-0.9986808552767988
1785497058.1057513,8.433183624678234,-3.673719389068655,-0.9982998271180721
1785497058.2056315,8.432198557016495,-3.675136905767341,-0.9984373876052632
1785497058.3054833,8.428737778236298,-3.6774828342303083,-0.9951049930601711
1785497058.4056873,8.429973177633764,-3.6763796054782536,-0.9958778234430381
1785497058.506133,8.42873766186337,-3.6775285951207093,-0.9966392160745952
1785497058.6058147,8.432701661676438,-3.679913723292199,-0.9967383673925834
1785497058.7056224,8.434049635749448,-3.6880292996394175,-0.9963526354119163
1785497058.8054938,8.43269709665551,-3.6873416654504076,-0.9963656494459434
1785497058.905644,8.432999399652024,-3.68875560777341,-0.9962606407547436
1785497059.0059204,8.43092633345548,-3.690849315438336,-0.995637992777546
1785497059.1057308,8.441158932500567,-3.695071256781373,-0.9983687447635474
1785497059.205544,8.43542378266863,-3.691347052619581,-0.9965505718008657
1785497059.3055518,8.428890032677858,-3.6887681984541896,-0.9970093942999692
1785497059.4059758,8.430718242515137,-3.6867398761964107,-0.9964901454532544
1785497059.5058887,8.425923559029469,-3.68655095484188,-0.9945992969531593
1785497059.6056414,8.431641184267926,-3.688268479060598,-0.9961984850064922
1785497059.7055044,8.427485636121633,-3.68790895905108,-0.9955643722605005
1785497059.805651,8.427510861629415,-3.6908228070718163,-0.99437287677271
1785497059.9059362,8.428759484028888,-3.6943065617700004,-0.9944972941331375
1785497060.0056777,8.426933766223877,-3.69446710734196,-0.9984929550679134
1785497060.1056106,8.425067302172286,-3.6920392460343616,-0.9966247629704492
1785497060.2055383,8.426518197383384,-3.6891337583302177,-0.9970795647194987
1785497060.3059452,8.413132884790794,-3.649567202725934,-0.9948364860361183
1785497060.4057777,8.41898712550288,-3.656163753069928,-0.9964778074246248
1785497060.5055976,8.42358947811302,-3.659339235764489,-0.9962510104763296
1785497060.6055503,8.427059029940278,-3.661761398786208,-0.9961193420674026
1785497060.7056015,8.43019913881073,-3.668053318338652,-0.9948314832255987
1785497060.8060746,8.42401396985315,-3.671941927050841,-0.9950880628872993
1785497060.905609,8.423877272087848,-3.6682488415732943,-0.9951547478789355
1785497061.0055506,8.420444946525175,-3.669453106298049,-0.9951570469132722
1785497061.105511,8.422158249161582,-3.6743406839981048,-0.9971230558650648
1785497061.2057037,8.42534922471624,-3.6736687888031914,-0.9963162358007476
1785497061.305658,8.425622551092989,-3.6730294728844735,-0.9963741601860384
1785497061.4056642,8.422319063600918,-3.6708033163778673,-0.9961421328493614
1785497061.5055494,8.432053027253401,-3.6717619777953194,-0.9986336213723754
1785497061.7057993,8.430788176871044,-3.665466996534499,-0.9978250603269412
1785497061.805864,8.433246186028676,-3.6675415195756513,-0.9976147475998112
1785497061.9055996,8.43313143473735,-3.666611954807818,-0.9974140232772006
1785497062.0054965,8.435834624816325,-3.6682882596421678,-0.9969072503183988
1785497062.1056108,8.431955094334564,-3.67138612390922,-0.9994463872643818
1785497062.20584,8.426024139240495,-3.673286554121836,-0.9976889821883244
1785497062.3057222,8.42860669462981,-3.671210827369331,-0.9966217566736693
1785497062.4055283,8.43198668676149,-3.6759703194379476,-0.9987824714980162
1785497062.5054915,8.428552966903847,-3.6787932122011178,-0.997930446363779
1785497062.6057918,8.432003866785013,-3.673574065169534,-0.9966555257087115
1785497062.7056136,8.433273756779156,-3.6708060752100127,-0.9987567616805266
1785497062.8056014,8.432864107037464,-3.6704541524480425,-0.9987016920826269
1785497062.905307,8.435509375885843,-3.6690650993296705,-0.9966065937538222
1785497063.0056338,8.436085806709741,-3.66646560103244,-0.997900948526945
1785497063.106091,8.437831334992843,-3.671832611703718,-0.9993700057359338
1785497063.205692,8.433128265843292,-3.673919182263718,-0.998146080699287
1785497063.3055208,8.436967200149313,-3.669506535070715,-0.9989097106187568
1785497063.505857,8.433562638691546,-3.673767367580849,-0.9976883368529812
1785497063.605793,8.426158129545108,-3.6589572107970936,-0.999984006609173
1785497063.7056224,8.41995974154786,-3.656583100416224,-0.9987485074071623
1785497063.8055143,8.419092332423098,-3.660513584684826,-0.9960973343416417
1785497063.9054933,8.417700182340333,-3.6659438238968636,-0.9973096875437235
1785497064.0057411,8.426526235309465,-3.6640751104730334,-0.9982228947556799
1785497064.1059515,8.431657829287921,-3.6726716865867246,-0.9996050753416775
1785497064.2056441,8.43379345398186,-3.6771124371950092,-1.00036732955257
1785497064.3055182,8.430403510416966,-3.6737840787234917,-0.9985983734771587
1785497064.4055583,8.434231544958942,-3.668919624896534,-0.9996154497148537
1785497064.505767,8.438917260604233,-3.67080519290565,-0.9991543656445284
1785497064.6056488,8.437790094353018,-3.6712806292718843,-0.9980676657822758
1785497064.7055728,8.446256737523507,-3.674069335453237,-1.0002803941534255
1785497064.805576,8.440900979632621,-3.675006427400699,-1.0019346120314725
1785497064.9057288,8.426982858453359,-3.6747243037517747,-1.0014399212204803
1785497065.0057652,8.426834838114711,-3.6798842829536356,-1.0013842177340515
1785497065.105611,8.423484674725163,-3.6821826234052293,-0.9996687465783172
1785497065.205482,8.421648042098221,-3.6816267469195485,-1.0035450814705569
1785497065.4058218,8.417054866189607,-3.681061527893223,-0.9996312031217373
1785497065.505585,8.419565362690431,-3.662957170370917,-1.0016941448161614
1785497065.6053724,8.416723543333289,-3.662387293864946,-1.0021888969258164
1785497065.7057085,8.406074512019956,-3.6525399752209613,-1.0030117613258205
1785497065.8062584,8.39944349195167,-3.6485974502760605,-1.0013962394140685
1785497065.9058118,8.400137799688089,-3.6544332785539524,-0.9977210276525953
1785497066.005472,8.399670781636624,-3.65827890684127,-0.9985826250610752
1785497066.1054773,8.397688754368556,-3.665464568609951,-0.9965746653010703
1785497066.205751,8.397589042658565,-3.6740380831275177,-0.9963754369084389
1785497066.3057115,8.396889594644955,-3.6757278857869253,-0.9983449282293695
1785497066.4055645,8.397354568674556,-3.676583411258967,-0.9975019909322922
1785497066.5054517,8.395171052338618,-3.677995526864109,-1.000445536353525
1785497066.6054854,8.395614595005062,-3.677578027029218,-0.9990256261623081
1785497066.7056868,8.389514844622619,-3.6773788978929693,-0.9987278678147695
1785497066.8056865,8.393902764444082,-3.671809553270838,-1.0009288057282688
1785497066.9055116,8.397642562798247,-3.6751388095903117,-0.9988892439771074
1785497067.0054708,8.399748719591166,-3.6767225120029052,-0.9992235936690681
1785497067.1055763,8.402790201883708,-3.6755214614001996,-0.9989571342240109
1785497067.2057178,8.398062131334932,-3.6727173566718108,-1.001339175337307
1785497067.4054098,8.400477391434215,-3.674419286622295,-1.000221095443294
1785497067.505628,8.40760063997038,-3.672461364809015,-1.0012452363015474
1785497067.6058156,8.40706912904395,-3.670553194718384,-1.0003440211484076
1785497067.7056227,8.409372039307488,-3.6722216414034405,-1.0024048645934722
1785497067.8054829,8.413985771552893,-3.673566949223064,-1.0013410759356418
1785497067.9054656,8.415928737111932,-3.670234232218254,-1.0016764596757604
1785497068.0055974,8.416680565003398,-3.671047711000687,-1.0041383197070608
1785497068.1055825,8.405170334598806,-3.6819959404687426,-1.0006071141313326
1785497068.2056046,8.402453730908478,-3.683253464979964,-1.0022852826119164
1785497068.3052962,8.406692460910476,-3.6822749366505203,-1.001312143188711
1785497068.4054866,8.405844587706659,-3.6829149088433173,-1.000244896652563
1785497068.5054433,8.405928901552839,-3.6782634662957916,-1.0004909742474548
1785497068.6057186,8.40014599495423,-3.674916065558949,-0.998947231835603
1785497068.7055383,8.397139750256144,-3.6712545286383915,-0.9982115077711031
1785497068.8054106,8.392274313147645,-3.669806461293786,-0.9973603961748139
1785497068.9056072,8.389107264025899,-3.667781944458978,-0.9962422087438403
1785497069.005857,8.38159227831712,-3.668757803947069,-0.9957929608287337
1785497069.1056328,8.389666505504735,-3.669429566702896,-0.9954041574988763
1785497069.2055182,8.395583887808442,-3.6724563162888377,-0.9956471329503462
1785497069.3054252,8.422592528405781,-3.675842795081827,-1.001125852843325
1785497069.4056234,8.407413671447923,-3.6777845967917795,-0.9985370972707335
1785497069.5056176,8.402278324651665,-3.677009195829618,-0.9971316418569932
1785497069.6055386,8.401614250649214,-3.678924093458882,-0.9968452588682095
1785497069.7053828,8.406891168667757,-3.676232815118241,-0.9986920919042239
1785497069.8055713,8.392424491854085,-3.686023704310343,-0.988581934510185
1785497069.9055665,8.385572829010876,-3.688814811000803,-0.9755420866695651
1785497070.0055823,8.346254014154251,-3.629204210939492,-0.9893419879149079
1785497070.1054344,8.308421713159596,-3.557944249649991,-0.9801056710534356
1785497070.2054474,8.247536712412815,-3.4371256978925255,-0.9908194359770373
1785497070.305852,8.285914575873372,-3.468995226892463,-0.9702060320464858
1785497070.4056616,8.266938203789643,-3.454036253695397,-0.9663846204003355
1785497070.5055058,8.255084980577644,-3.451424922793216,-0.9757070460584796
1785497070.605406,8.224667391151938,-3.4146332615650112,-0.9772735179005568
1785497070.7055292,8.180658564095937,-3.436082366614579,-0.9711420224444951
1785497070.805766,8.188484668227682,-3.4326605555532983,-0.9680373983981534
1785497070.9057531,8.188247674717035,-3.4127063437192113,-0.9623004756945079
1785497071.0055099,8.178306912514671,-3.301702566279409,-0.9549122799373662
1785497071.1053717,8.17868684197378,-3.302578248629944,-0.9609796430281325
1785497071.2056243,8.181788692391304,-3.3081278463466015,-0.9626280025749969
1785497071.4055057,8.22882228514899,-3.2837934868693264,-0.9679370252602058
1785497071.5054119,8.263422048433558,-3.3331350991199877,-0.9790167362592042
1785497071.6054997,8.26597052109972,-3.3660656900379604,-0.9775891964223755
1785497071.7056894,8.267382775362206,-3.294474260649353,-0.9687625848740637
1785497071.8054996,8.263364002701175,-3.325452938921947,-0.9692931065650032
1785497071.9070177,8.250759264817088,-3.333316526011609,-0.971387435333377
1785497072.0057063,8.196011034969358,-3.280461860946675,-0.9614213048646032
1785497072.105653,8.218301924308484,-3.2302505011688583,-0.9671828168465959
1785497072.2055285,8.193492046041001,-3.2237913465525914,-0.954086130797824
1785497072.3055084,8.167066050798557,-3.16603771347297,-0.9504986025008839
1785497072.4054227,8.116249024082231,-3.123742756883574,-0.9511877357365738
1785497072.5056822,8.108472600862834,-3.094066441378873,-0.95365893339399
1785497072.6055799,8.094226115875356,-3.0815576957667155,-0.957107104033488
1785497072.7054334,8.094752219003853,-3.009857065100087,-0.9490407373711576
1785497072.805424,8.043355928600747,-2.9609085041807703,-0.9424041649300452
1785497072.9054704,8.020980999300093,-2.939991539425457,-0.9307349591612751
1785497073.005629,7.969882086240427,-2.8603107070546425,-0.9448823590296273
1785497073.1054592,7.983817152506463,-2.774783291241082,-0.9240138617181766
1785497073.2054217,7.963474548160551,-2.75857361310503,-0.9226527670533171
1785497073.5054834,7.965572430829492,-2.6528536930772564,-0.9336554088638312
1785497073.605351,7.899468257058459,-2.6466080525124105,-0.9281888443976183
1785497073.7055252,7.847885475675542,-2.5805424478222667,-0.9224783153872047
1785497073.8057098,7.86781515178267,-2.619469014454751,-0.9137471305881206
1785497073.9055672,7.875182817091255,-2.6132417469931206,-0.915856957673068
